"Regen_Plot","ID","Fire","Date","Observers","Year.of.Fire","Photos","Datum","Easting","Northing","aspect","slope","parent1","parent2","BARE","ROCK","VEG..BASAL..10.","LITT","CWD","SHRUB","FORBE","GRASS","HARDWOOD","CONIFER","DEAD_OCC","LIVE_OCC","CALVEG_OBS","FIRE_SEV","HIST1","HIST2","HIST3","DUFF_cm","LITT_cm","BA_total_count","BA_live_count","BA_dead_count","NOTES","HERBS","UNDERSTORY.VEG","TREE_live.only","BAF","BA.Total1","BA.Live1","BA.Dead1","dominant_shrub_ht_cm","seed_tree_distance_general","fire.prefix","seed_tree_distance_conifer","seed_tree_distance_hardwood","seed_wall_distance","dominant_tree_1","dominant_tree_2","dominant_tree_3","fire_killed_trees_2.15","fire_killed_trees_15.30","fire_killed_trees_30.45","fire_killed_trees_45.60","fire_killed_trees_60.","dominant_shrub_1","dominant_shrub_2","new_or_revisit","burn_or_control","revisit_relocated_precisely","entered_by","entered_on","dominant_shrub_3"
"SPA1000160",1084,"SPANISH","7/20/2010 0:00:00","KW, GB, BL",2003,"","WGS84 UTM zone 10",515413.17,4388908.84,227,28,"granite","",10,5,5,77,3,4,0.5,0,0,65,10,65,"1",3,"",NA,NA,0,1,9,6,3,"",NA,NA,NA,20,180,120,60,40,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPA1000161",1123,"SPANISH","8/10/2010 0:00:00","TF, VA",2003,"","WGS84 UTM zone 10",512404.4,4389003.8,97,44,"granite","",5,40,2,48,5,26,0.5,40,0,0,10,0,"1",5,"",NA,NA,0,1.5,3,0,3,"no regen in plot.",NA,NA,NA,20,60,0,60,90,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPA1000166",882,"SPANISH","7/21/2010 0:00:00","VA, TF",2003,"","WGS84 UTM zone 10",513402.85,4389038.25,150,50,"GRANITE","",52,20,3,25,0.5,24,5,0,15,0,5,0,"1",5,"",NA,NA,0,0.2,6,0,6,"INVASIVES: morning glory",NA,NA,NA,20,120,0,120,140,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPA1000167",881,"SPANISH","7/21/2010 0:00:00","TF, VA",2003,"","WGS84 UTM zone 10",513603.1,4389038.12,302,20,"GRANITE","",4,5,4,79,8,88,15,2,0,1,0,0,"1",5,"",NA,NA,0,0.75,14,0,14,"INVASIVES: morning glory",NA,NA,NA,20,280,0,280,80,184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPA1000171",883,"SPANISH","7/21/2010 0:00:00","TF, VA",2003,"","WGS84 UTM zone 10",513399.2,4389236.5,95,50,"GRANITE","",10,20,2,43,25,22,35,10,0,1,10,0,"1",5,"",NA,NA,0,1,8,0,8,"INVASIVES: morning glory",NA,NA,NA,20,160,0,160,80,293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPA1000172",901,"SPANISH","7/21/2010 0:00:00","TF, VA",2003,"","WGS84 UTM zone 10",513598.63,4389241.59,190,18,"GRANITE","",10,1,4,80,5,66,7,40,0,0,5,0,"1",5,"",NA,NA,0,2,11,0,11,"",NA,NA,NA,20,220,0,220,90,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPA1000173",885,"SPANISH","7/21/2010 0:00:00","TF, VA",2003,"","WGS84 UTM zone 10",513194.5,4389427.5,65,40,"GRANITE","",25,25,3,40,7,57,5,0,0,1,0,0,"1",5,"",NA,NA,0,0.5,3,0,3,"",NA,NA,NA,20,60,0,60,50,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPA1000174",884,"SPANISH","7/21/2010 0:00:00","TF, VA",2003,"","WGS84 UTM zone 10",513396.79,4389438.11,230,75,"GRANITE","",48,35,1,10,6,9,2,1,0,2,1,0,"1",5,"",NA,NA,0,0.2,9,0,9,"",NA,NA,NA,20,180,0,180,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPA1000175",886,"SPANISH","7/21/2010 0:00:00","TF, VA",2003,"","WGS84 UTM zone 10",513186.51,4389629.7,123,68,"GRANITE","",20,7,2,71,0.5,17,25,35,1,0,0,0,"1",5,"",NA,NA,0,0.7,4,0,4,"INVASIVES: morning glory",NA,NA,NA,20,80,0,80,50,300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPA1000176",887,"SPANISH","7/21/2010 0:00:00","TF, VA",2003,"","WGS84 UTM zone 10",513177.5,4389832.4,153,50,"GRANITE","",40,46,1,10,3,13,25,20,0,1,5,0,"1",5,"",NA,NA,0,0.25,2,0,2,"",NA,NA,NA,20,40,0,40,50,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPA1000177",904,"SPANISH","7/21/2010 0:00:00","VA, TF",2003,"","WGS84 UTM zone 10",513378.8,4389844.5,115,33,"GRANITE","",35,2,2,57,4,23,23,20,0,4,5,0,"1",3,"",NA,NA,0,1.2,10,1,9,"",NA,NA,NA,20,200,20,180,50,185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPA1000178",880,"SPANISH","7/21/2010 0:00:00","VA, TF",2003,"","WGS84 UTM zone 10",513578.53,4390043.59,222,15,"GRANITE","",25,5,1,54,15,10,20,15,0,5,1,0,"1",4,"",NA,NA,0,0.7,6,0,6,"",NA,NA,NA,20,120,0,120,90,20.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPA1010001",2194,"SPANISH","9/9/2010 0:00:00","TF, GB",2003,"427 GB","NAD83 UTM zone 10",514560.5,4384284.99,195,15,"","",0,0,4,92,4,0,1,0,15,60,0,60,"4",0,"",NA,NA,2,5,16,16,0,"control plot",1,1,75,20,320,320,0,NA,3.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPA1010002",2195,"SPANISH","9/9/2010 0:00:00","TF, GB",2003,"426  GB","NAD83 UTM zone 10",513943.04,4384877.55,290,18,"","",1,0.5,2,87,10,6,2,0,30,10,0,35,"4",0,"",NA,NA,2,4,8,8,0,"control plot",2,8,40,20,160,160,0,70,6.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPA1010003",2196,"SPANISH","9/9/2010 0:00:00","TF, GB",2003,"428 GB","NAD83 UTM zone 10",515141.28,4384904.18,180,45,"","",2,6,3,87,2,35,0.5,0,4,23,0,25,"4",0,"",NA,NA,0.8,2.5,25,25,0,"",0.5,35,25,20,500,500,0,250,4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPA1010005",2197,"SPANISH","9/8/2010 0:00:00","TF, GB",2003,"429 GB","NAD83 UTM zone 10",516136.72,4385129.3,198,18,"","",30,2,2,66,2,45,7,4,0,6,0,1,"4",0,"",NA,NA,0,2,2,2,0,"control plot",10,55,6,20,40,40,0,100,8.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPA1010006",2198,"SPANISH","9/8/2010 0:00:00","TF, GB",2003,"431 GB","NAD83 UTM zone 10",518346.71,4385001.8,291,10,"","",15,1,2,80,2,15,1,0,0,25,0,20,"4",0,"",NA,NA,0,0.8,6,6,0,"control plot",1,16,25,20,120,120,0,70,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPA1010007",2199,"SPANISH","9/9/2010 0:00:00","BL, KW",2003,"3915 BL","NAD83 UTM zone 10",511713.67,4385589.08,216,38,"granite","",0.5,0,10,78,12,0,0.5,0,10,80,10,80,"4",0,"",NA,NA,2,6,19,17,2,"control plot",0.5,0.5,90,20,380,340,40,NA,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPA1010008",2200,"SPANISH","9/9/2010 0:00:00","BL KW",2003,"3916 BL","NAD83 UTM zone 10",511686.29,4386178.94,262,26,"granie","",30,7,1,59,3,2,5,1,0,12,0.5,10,"4",0,"",NA,NA,0.5,3.5,2,2,0,"signs of logging near plot.  Control plot",6,8,12,20,40,40,0,85,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPA1010009",2202,"SPANISH","9/9/2010 0:00:00","TF, GB",2003,"430 GB","NAD83 UTM zone 10",517138.31,4385755.01,151,37,"","",6,30,3,50,10,33,1,0,0,8,0,5,"4",0,"",NA,NA,0,1,3,3,0,"control plot",1,34,8,20,60,60,0,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPA1010010",2201,"SPANISH","9/9/2010 0:00:00","BL, KW",2003,"3917 BL","NAD83 UTM zone 10",512071.39,4387186.34,256,36,"granite","",15,40,2,36,7,17,20,1,0.5,28,15,20,"4",0,"",NA,NA,0.1,1,1,1,0,"control plots",21,38,28,20,20,20,0,105,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPA1010011",2203,"SPANISH","9/8/2010 0:00:00","TF, GB",2003,"421 GB","NAD83 UTM zone 10",517464.01,4387962.34,90,30,"","",12,6,2,70,10,29,1,3,8,30,3,25,"4",0,"",NA,NA,0.1,3,6,6,0,"control plot",4,33,38,20,120,120,0,20,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPA1010013",2204,"SPANISH","9/8/2010 0:00:00","TF, GB",2003,"420 GB","NAD83 UTM zone 10",517017.16,4388752.58,60,54,"","",7,3,3,80,7,5,2,0,0,40,1,40,"4",0,"",NA,NA,0,1.8,6,6,0,"control plot",2,7,40,20,120,120,0,35,4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPA1010015",2205,"SPANISH","9/8/2010 0:00:00","GB, TF",2003,"418 GB","NAD83 UTM zone 10",514378.6,4389471.23,90,20,"granite","",45,2,0.5,52,1,13,0.5,0,0,16,0,15,"4",0,"",NA,NA,0,1.4,5,5,0,"control plot. Moved 20 m off road to west.",0.5,13,16,20,100,100,0,100,4.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPA1010016",2206,"SPANISH","9/8/2010 0:00:00","TF, GB",2003,"419 GB","NAD83 UTM zone 10",515594.18,4389507.21,20,25,"","",10,2,3,65,20,1,0.5,0,0,30,0,30,"4",0,"",NA,NA,2,3.2,5,5,0,"control plot",0.5,1,30,20,100,100,0,30,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPA1010017",2207,"SPANISH","9/8/2010 0:00:00","TF, GB",2003,"415 GB","NAD83 UTM zone 10",512575.28,4390006.89,244,42,"","",40,4,3,48,5,3,10,5,0,45,0,40,"4",0,"",NA,NA,0.1,1.8,7,7,0,"control plots",15,13,45,20,140,140,0,70,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPA1010018",2208,"SPANISH","9/8/2010 0:00:00","TF, GB",2003,"416 GB","NAD83 UTM zone 10",513160.21,4390227.5,50,40,"","",30,4,2,52,12,5,1,0,0,25,0,2,"4",0,"",NA,NA,0.1,1.5,4,3,1,"control plot",1,6,25,20,80,60,20,40,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPA1010019",2209,"SPANISH","9/8/2010 0:00:00","TF, GB",2003,"417 GB","NAD83 UTM zone 10",513946.18,4390237.62,112,12,"","",5,1,3,90,1,5,0.5,0,0,31,1,30,"4",0,"",NA,NA,0.2,2.8,6,6,0,"",0.5,5,31,20,120,120,0,120,4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"STY0900001",368,"STRAYLOR","7/14/2009 0:00:00","kw/bs",2004,"1366","WGS84 UTM zone 10",659042.82,4523341.89,292,6,"volc","",0,10,65,25,0.5,0,15,50,NA,NA,5,0,"1",5,"",NA,NA,0,0.5,2,0,2,"Cheatgrass +, Thistle",NA,NA,NA,20,40,0,40,NA,52.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"STY0900002",351,"STRAYLOR","7/16/2009 0:00:00","kw/bs",2004,"1404","WGS84 UTM zone 10",659843.15,4523366.85,278,22,"volc","",0.5,15,63,20,2,3,20,40,NA,NA,25,0,"1",5,"",NA,NA,0,1.5,6,1,5,"LACE +, Cheatgrass +, large stand of 2 yr black oak that did not burn adjacent to plot.  Significant conifer regeneration between plots 002 and 007.",NA,NA,NA,20,120,20,100,5,5.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"STY0900005",369,"STRAYLOR","7/14/2009 0:00:00","kw/bs",2004,"1365","WGS84 UTM zone 10",659048.92,4523140.63,308,47,"volc","",10,50,35,5,0,20,5,10,NA,NA,10,0,"1",5,"",NA,NA,0,0.5,2,0,2,"",NA,NA,NA,20,40,0,40,150,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"STY0900006",353,"STRAYLOR","7/16/2009 0:00:00","kw/bs",2004,"1402","WGS84 UTM zone 10",659451.12,4523152.9,348,14,"volc","",5,0.5,65,10,20,30,20,15,NA,NA,8,0,"1",5,"",NA,NA,0,0.5,2,0,2,"Cheatgrass +, LACE",NA,NA,NA,20,40,0,40,5,39.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"STY0900007",352,"STRAYLOR","7/16/2009 0:00:00","kw/bs",2004,"1403","WGS84 UTM zone 10",659649.03,4523160.26,350,17,"volc","",10,10,60,15,5,0,30,30,NA,NA,5,0,"1",5,"",NA,NA,0,0.5,0,0,0,"LACE +, Cheatgrass +",NA,NA,NA,20,0,0,0,NA,62.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"STY0900008",370,"STRAYLOR","7/14/2009 0:00:00","kw/bs",2004,"1364","WGS84 UTM zone 10",659052.52,4522935.62,215,18,"volc","",0,40,45,10,5,30,0.5,15,NA,NA,25,0,"1",5,"",NA,NA,0,1,3,0,3,"Cheatgrass +",NA,NA,NA,20,60,0,60,125,25.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"STY0900009",354,"STRAYLOR","7/16/2009 0:00:00","kw/bs",2004,"1401","WGS84 UTM zone 10",659256.55,4522948.75,329,25,"volc","",5,10,60,5,20,1,19,40,NA,NA,10,5,"1",5,"",NA,NA,0,0.5,4,0,4,"LACE +, Cheatgrass +.",NA,NA,NA,20,80,0,80,5,80.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"STY0900011",371,"STRAYLOR","7/14/2009 0:00:00","kw/bs",2004,"1362","WGS84 UTM zone 10",659062.39,4522739.88,294,48,"volc","",10,10,60,10,10,35,15,10,NA,NA,15,0,"1",5,"",NA,NA,0,0.5,5,0,5,"",NA,NA,NA,20,100,0,100,55,8.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"STY0900012",395,"STRAYLOR","7/15/2009 0:00:00","kw/bs",2004,"1373","WGS84 UTM zone 10",659662.09,4522759.88,81,18,"volc","",30,2,50,15,3,15,20,15,NA,NA,0,0,"1",5,"",NA,NA,0,1,1,0,1,"Cheatgrass +, LACE -, logged area.",NA,NA,NA,20,20,0,20,5,18.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"STY0900013",393,"STRAYLOR","7/15/2009 0:00:00","kw/bs",2004,"1374","WGS84 UTM zone 10",659862.55,4522767.44,353,10,"volc","",25,5,60,10,0,20,15,25,NA,NA,15,0,"1",5,"",NA,NA,0,0.5,1,0,1,"Cheatgrass +, LACE -",NA,NA,NA,20,20,0,20,5,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"STY0900014",392,"STRAYLOR","7/15/2009 0:00:00","kw/bs",2004,"1375","WGS84 UTM zone 10",660061.61,4522773.7,106,10,"volc","",10,0.5,75,5,10,25,20,30,NA,NA,15,0,"1",5,"",NA,NA,0,0.5,3,0,3,"Cheatgrass +, LACE +",NA,NA,NA,20,60,0,60,5,141.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"STY0900016",372,"STRAYLOR","7/14/2009 0:00:00","kw/bs",2004,"1361","WGS84 UTM zone 10",659269.22,4522547.87,232,20,"volc","",10,30,45,10,5,6,20,20,NA,NA,3,0,"1",5,"",NA,NA,0,0.5,6,0,6,"Cheatgrass +",NA,NA,NA,20,120,0,120,NA,58.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"STY0900017",394,"STRAYLOR","7/15/2009 0:00:00","kw/bs",2004,"1372","WGS84 UTM zone 10",659469.47,4522553.48,68,5,"volc","",10,10,50,15,15,35,5,10,NA,NA,0,0,"1",5,"",NA,NA,0,1,0,0,0,"Heavily logged, Slash, Cheatgrass +, LACE -",NA,NA,NA,20,0,0,0,5,60.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"STY0900018",396,"STRAYLOR","7/15/2009 0:00:00","kw/bs",2004,"1371","WGS84 UTM zone 10",659868.19,4522567.26,104,12,"volc","",30,10,40,20,0,18,7,15,NA,NA,10,3,"1",4,"",NA,NA,0,0.5,2,1,1,"Cheatgrass",NA,NA,NA,20,40,20,20,95,49.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"STY0900019",391,"STRAYLOR","7/15/2009 0:00:00","kw/bs",2004,"1376","WGS84 UTM zone 10",660268.37,4522579.95,332,15,"volc","",50,1,39,10,0,25,9,5,NA,NA,15,0,"1",5,"",NA,NA,0,0.5,2,0,2,"Cheatgrass +, LACE",NA,NA,NA,20,40,0,40,5,144.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"STY0900020",373,"STRAYLOR","7/14/2009 0:00:00","kw/bs",2004,"1360","WGS84 UTM zone 10",659475.16,4522355.83,208,5,"volc","",15,10,50,15,10,0,5,45,NA,NA,0,0,"1",5,"",NA,NA,0,0.5,0,0,0,"Whole area scraped from tree removal.  Cheatgrass +, LACE -",NA,NA,NA,20,0,0,0,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"STY0900021",397,"STRAYLOR","7/15/2009 0:00:00","kw/bs",2004,"1369","WGS84 UTM zone 10",659874.55,4522366.69,318,18,"volc","",10,0.5,85,3,2,80,2,3,NA,NA,15,0,"1",5,"",NA,NA,0,0.25,4,0,4,"Cheatgrass",NA,NA,NA,20,80,0,80,5,70.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"STY0900023",382,"STRAYLOR","7/14/2009 0:00:00","kw/bs",2004,"1350","WGS84 UTM zone 10",659084.65,4522139.56,350,50,"volc","",0.5,25,25,50,0.5,3,15,7,NA,NA,25,5,"1",5,"",NA,NA,1,1.5,5,1,4,"Cheatgrass -",NA,NA,NA,20,100,20,80,10,5.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"STY0900024",381,"STRAYLOR","7/14/2009 0:00:00","kw/bs",2004,"1351","WGS84 UTM zone 10",659281.5,4522144.35,8,28,"volc","",0,50,35,10,5,30,3,2,NA,NA,10,0,"1",5,"",NA,NA,0.25,1,6,0,6,"Cheatgrass",NA,NA,NA,20,120,0,120,70,16.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"STY0900025",374,"STRAYLOR","7/14/2009 0:00:00","kw/bs",2004,"1359","WGS84 UTM zone 10",659681.25,4522162.79,6,10,"volc","",15,10,50,10,15,20,20,10,NA,NA,0,0,"1",5,"",NA,NA,0,0.5,0,0,0,"LACE, Cheatgrass",NA,NA,NA,20,0,0,0,120,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"STY0900026",399,"STRAYLOR","7/15/2009 0:00:00","kw/bs",2004,"1367","WGS84 UTM zone 10",659879.17,4522166.74,21,14,"volc","",10,10,50,25,5,1,20,30,NA,NA,3,3,"1",3,"",NA,NA,0,0.5,2,1,1,"Cheatgrass +",NA,NA,NA,20,40,20,20,5,11.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"STY0900027",398,"STRAYLOR","7/15/2009 0:00:00","kw/bs",2004,"1368","WGS84 UTM zone 10",660080.81,4522172.55,278,5,"volc","",15,5,50,20,10,1,19,30,NA,NA,10,0,"1",5,"",NA,NA,0,0.5,2,0,2,"Cheatgrass +",NA,NA,NA,20,40,0,40,30,104.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"STY0900028",380,"STRAYLOR","7/14/2009 0:00:00","kw/bs",2004,"1352","WGS84 UTM zone 10",659289.82,4521946.5,56,5,"volc","",2,30,38,10,20,1,25,13,NA,NA,2,0,"1",5,"",NA,NA,0,0.5,4,0,4,"LACE",NA,NA,NA,20,80,0,80,5,32.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"STY0900029",375,"STRAYLOR","7/14/2009 0:00:00","kw/bs",2004,"1358","WGS84 UTM zone 10",659687.82,4521960.56,350,20,"volc","",13,0,75,10,2,40,10,25,NA,NA,10,0,"1",5,"",NA,NA,0,0.5,3,0,3,"Cheatgrass +, LACE -",NA,NA,NA,20,60,0,60,5,101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"STY0900030",390,"STRAYLOR","7/15/2009 0:00:00","kw/bs",2004,"1377","WGS84 UTM zone 10",660288.53,4521982.52,87,7,"volc","",40,5,50,5,0,25,20,5,NA,NA,20,0,"1",5,"",NA,NA,0,0.25,1,0,1,"Cheatgrass +, LACE +, logged area.",NA,NA,NA,20,20,0,20,5,171.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"STY0900031",389,"STRAYLOR","7/15/2009 0:00:00","kw/bs",2004,"1378","WGS84 UTM zone 10",660487.76,4521989.84,96,20,"volc","",5,8,60,25,2,10,10,20,NA,NA,30,0,"1",5,"",NA,NA,0.5,1,4,0,4,"Cheatgrass +",NA,NA,NA,20,80,0,80,5,35.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"STY0900033",379,"STRAYLOR","7/14/2009 0:00:00","kw/bs",2004,"1354","WGS84 UTM zone 10",659495.16,4521754.36,44,10,"volc","",5,40,30,15,10,5,15,10,NA,NA,10,0,"1",5,"",NA,NA,0.5,1,1,0,1,"Cheatgrass, LACE & foxtail.  Grazing in area.",NA,NA,NA,20,20,0,20,5,20.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"STY0900035",349,"STRAYLOR","7/16/2009 0:00:00","cc/eo",2004,"2838","WGS84 UTM zone 10",662292,4521844,72,22,"volc","",12,3,50,35,0.5,6,8,36,NA,NA,NA,NA,"1",2,"",NA,NA,1.2,0.7,1,1,0,"CELE regen and survival.",NA,NA,NA,20,20,20,0,NA,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"STY0900036",378,"STRAYLOR","7/14/2009 0:00:00","kw/bs",2004,"1355","WGS84 UTM zone 10",659703.1,4521560.22,10,5,"volc","",20,1,69,10,0.5,40,20,9,NA,NA,0,0,"1",4,"",NA,NA,0,1,0,0,0,"logged and grazed, LACE, Cheatgrass & Thistle.",NA,NA,NA,20,0,0,0,5,9.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"STY0900037",376,"STRAYLOR","7/14/2009 0:00:00","kw/bs",2004,"1357","WGS84 UTM zone 10",660100.41,4521575.33,334,10,"volc","",15,0.5,60,15,10,20,15,25,NA,NA,0,0,"1",5,"",NA,NA,0,0.5,0,0,0,"Planted area, burnt CEBE in plot, Cheatgrass +, LACE -.",NA,NA,NA,20,0,0,0,NA,85.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"STY0900038",388,"STRAYLOR","7/15/2009 0:00:00","kw/bs",2004,"1379","WGS84 UTM zone 10",660500.77,4521589.7,48,15,"volc","",40,25,25,10,0,1,20,4,NA,NA,0,0,"1",5,"",NA,NA,0,0.5,1,0,1,"CELE +, Cheatgrass +",NA,NA,NA,20,20,0,20,5,29.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"STY0900039",335,"STRAYLOR","7/16/2009 0:00:00","cc/eo",2004,"2837","WGS84 UTM zone 10",662298,4521647,337,22,"volc","",17,3,50,10,20,40,7,3,NA,NA,0.5,0,"1",5,"",NA,NA,0,0.3,0,0,0,"Some salvage in outlying areas.",NA,NA,NA,20,0,0,0,5,5.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
