"Regen_Plot","Fire","ID","Date","Observers","Year.of.Fire","Photos","Datum","Easting","Northing","aspect","slope","parent1","parent2","BARE","ROCK","VEG..BASAL..10.","LITT","CWD","SHRUB","GRASS","HARDWOOD","CONIFER","DEAD_OCC","LIVE_OCC","CALVEG_OBS","FIRE_SEV","HIST1","HIST2","HIST3","DUFF_cm","LITT_cm","BA_total_count","BA_live_count","BA_dead_count","NOTES","HERBS","UNDERSTORY.VEG","TREE_live.only","BAF","BA.Total1","BA.Live1","BA.Dead1","dominant_shrub_ht_cm","seed_tree_distance_general","fire.prefix","seed_tree_distance_conifer","seed_tree_distance_hardwood","seed_wall_distance","dominant_tree_1","dominant_tree_2","dominant_tree_3","fire_killed_trees_2.15","fire_killed_trees_15.30","fire_killed_trees_30.45","fire_killed_trees_45.60","fire_killed_trees_60.","dominant_shrub_1","dominant_shrub_2","new_or_revisit","burn_or_control","revisit_relocated_precisely","entered_by","entered_on","dominant_shrub_3","Year","fire.abbr","X5yr","fire.year","notes","survey.years.post","seed.tree.any","FORB","dom.veg","dom.veg.2016","dom.veg.all"
"PWR0900159","POWER",415,"7/28/2009 0:00:00","kw/bs",2004,"1493","WGS84 UTM zone 10",734674.16,4264655.12,292,33,"gran","",5,0.5,20,70,5,1,1,0,NA,20,10,"1",3,"",NA,NA,0.5,1.5,5,3,2,"LACE -",NA,NA,NA,20,100,60,40,40,1.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,"PWR","Y",2004,"",5,1.19,20,"PIPO CADE27 PILA PIJE ABCO QUCH2","NA NA NA","NA NA NA PIPO CADE27 PILA PIJE ABCO QUCH2"
"PWR0900160","POWER",414,"7/28/2009 0:00:00","kw/bs",2004,"1494","WGS84 UTM zone 10",734874.92,4264663.71,148,45,"gran","",10,0,40,25,25,0.5,15,0,NA,5,0,"1",5,"",NA,NA,0,1,4,0,4,"Thistle +, Cheatgrass +, not logged, many fallen trees.",NA,NA,NA,20,80,0,80,30,62.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,"PWR","Y",2004,"",5,62.11,25,"PIPO CADE27 PIJE ABCO QUCH2","NA NA NA","NA NA NA PIPO CADE27 PIJE ABCO QUCH2"
"PWR0900161","POWER",428,"7/28/2009 0:00:00","kw/bs",2004,"1501","WGS84 UTM zone 10",735076.1,4264675.44,188,30,"gran","",5,0.5,75,10,10,5,50,0,NA,NA,NA,"1",5,"",NA,NA,0.5,1.5,5,0,5,"Cheatgrass +, LACE -, Thistle, LOCR dominant cover species.",NA,NA,NA,20,100,0,100,200,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,"PWR","Y",2004,"",5,90,20,"PIPO PIJE CADE27 JUOC QUKE","NA NA NA","NA NA NA PIPO PIJE CADE27 JUOC QUKE"
"PWR0900162","POWER",413,"7/29/2009 0:00:00","kw/bs",2004,"1506","WGS84 UTM zone 10",735278.69,4264678.82,238,50,"gran","",0,0.5,80,20,10,2,20,0,NA,10,0,"1",5,"",NA,NA,0,0.5,6,0,6,"LOCR dominant cover species.  Salix near plot, plot near stream.  Cheatgrass +, Thistle -",NA,NA,NA,20,120,0,120,20,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,"PWR","Y",2004,"",5,250,60,"PIPO PIJE CADE27 QUKE","NA NA NA","NA NA NA PIPO PIJE CADE27 QUKE"
"PWR0900163","POWER",412,"7/29/2009 0:00:00","kw/bs",2004,"1505","WGS84 UTM zone 10",735477.66,4264682.61,252,74,"gran","",0,0.5,50,20,20,7,2,0,NA,10,0,"1",5,"",NA,NA,0,1,7,0,7,"Thistle +, Fern +, LACE -, LOCR dominant cover species, area near stream, not logged, heavy slash.  Old oak w/ no regeneration taking up 10% of plot.",NA,NA,NA,20,140,0,140,150,75.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,"PWR","Y",2004,"",5,75.02,40,"PIPO PIJE CADE27 QUKE QUCH2","NA NA NA","NA NA NA PIPO PIJE CADE27 QUKE QUCH2"
"PWR0900164","POWER",426,"7/29/2009 0:00:00","kw/bs",2004,"1509","WGS84 UTM zone 10",735877.2,4264695.62,138,55,"gran","",5,10,40,10,15,30,5,10,NA,5,0,"1",5,"",NA,NA,0.25,1,6,0,6,"Cheatgrass +, area not logged, fallen trees.",NA,NA,NA,20,120,0,120,40,45.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,"PWR","Y",2004,"",5,45.11,5,"PIPO PIJE QUCH2 QUKE","NA NA NA","NA NA NA PIPO PIJE QUCH2 QUKE"
"PWR0900165","POWER",537,"8/25/2009 0:00:00","kw/bs",2004,"1635","WGS84 UTM zone 10",736674.44,4264725.32,96,50,"granite","",10,10,45,20,5,30,10,10,NA,15,0,"1",5,"",NA,NA,0,1,7,0,7,"Invasoves: Cheatgrass.  Living forestr edge is 40 m away. Pre-existing forest - PIPO, CADE, QUCH, QUKE",NA,NA,NA,20,140,0,140,150,37.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,"PWR","Y",2004,"",5,37.68,5,"PIPO ABCO PIJE CADE27 QUCH2 QUKE","NA NA NA","NA NA NA PIPO ABCO PIJE CADE27 QUCH2 QUKE"
"PWR0900169","POWER",541,"8/19/2009 0:00:00","kw/bs",2004,"1602","WGS84 UTM zone 10",739081.99,4264799.17,134,57,"gran","",10,5,35,10,20,25,5,20,NA,20,0,"1",5,"",NA,NA,0,0.5,2,0,2,"Invasives: Thistle -, Cheatgrass -. Large burned log in plot",NA,NA,NA,20,40,0,40,40,20.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,"PWR","Y",2004,"",5,20.36,5,"QUKE PIPO QUCH2 PIJE","NA NA NA","NA NA NA QUKE PIPO QUCH2 PIJE"
"PWR0900170","POWER",540,"8/19/2009 0:00:00","kw/bs",2004,"1604","WGS84 UTM zone 10",739281.15,4264806.47,206,30,"granite","sand",10,5,55,10,5,45,5,15,NA,10,0,"1",5,"",NA,NA,0,1.5,4,0,4,"Slightly Convex. Dead trees in plot: 4 pines, 3 oaks",NA,NA,NA,20,80,0,80,30,44.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,"PWR","Y",2004,"",5,44.53,5,"QUCH2 PIPO QUKE PIJE CADE27","NA NA NA","NA NA NA QUCH2 PIPO QUKE PIJE CADE27"
"PWR0900172","POWER",411,"7/8/2009 0:00:00","kw/bs",2004,"1325","WGS84 UTM zone 10",740080.87,4264837.99,246,27,"gran","",5,40,30,10,15,28,1,NA,NA,5,0,"1",5,"",NA,NA,0,1,5,0,5,"Small dry creek bed at plot center, diamond clarkia.",NA,NA,NA,20,100,0,100,40,270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,"PWR","Y",2004,"",5,270,1,"CADE27 QUCH2 QUKE PIPO","NA NA NA","NA NA NA CADE27 QUCH2 QUKE PIPO"
"PWR0900173","POWER",410,"7/8/2009 0:00:00","kw/bs",2004,"1324","WGS84 UTM zone 10",740281.8,4264842.2,258,28,"gran","",5,60,20,5,10,8,6,NA,NA,0,0,"1",5,"",NA,NA,0,1,0,0,0,"rock fare - hillside granite outcropping.",NA,NA,NA,20,0,0,0,60,193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,"PWR","Y",2004,"",5,193,1,"PIPO QUCH2 CADE27","NA NA NA","NA NA NA PIPO QUCH2 CADE27"
"PWR0900180","POWER",404,"7/28/2009 0:00:00","kw/bs",2004,"1495","WGS84 UTM zone 10",734881.15,4264464.14,114,50,"gran","",5,0,60,20,5,50,5,10,NA,0,0,"1",5,"",NA,NA,0,1.5,5,0,5,"",NA,NA,NA,20,100,0,100,50,81.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,"PWR","Y",2004,"",5,81.04,5,"PIPO PIJE CADE27 QUCH2 QUKE","NA NA NA","NA NA NA PIPO PIJE CADE27 QUCH2 QUKE"
"PWR0900181","POWER",409,"7/28/2009 0:00:00","kw/bs",2004,"1500","WGS84 UTM zone 10",735080.32,4264472.85,194,32,"gran","",0,0,85,10,5,0,5,0,NA,2,0,"1",5,"",NA,NA,0,1,8,0,8,"Cheatgrass, Thistle, LOCR dominant cover species.",NA,NA,NA,20,160,0,160,NA,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,"PWR","Y",2004,"",5,120,80,"PIPO PIJE CADE27 QUCH2 QUKE","NA NA NA","NA NA NA PIPO PIJE CADE27 QUCH2 QUKE"
"PWR0900182","POWER",406,"7/29/2009 0:00:00","kw/bs",2004,"1507","WGS84 UTM zone 10",735484.11,4264492.61,248,35,"gran","",0,10,60,15,20,10,20,0,NA,0,0,"1",5,"",NA,NA,0,1,4,0,4,"Thistle, Cheatgrass +, LOCR dominant cover species.",NA,NA,NA,20,80,0,80,190,125.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,"PWR","Y",2004,"",5,125.85,30,"PIPO PIJE CADE27 QUCH2 QUKE","NA NA NA","NA NA NA PIPO PIJE CADE27 QUCH2 QUKE"
"PWR0900183","POWER",407,"7/29/2009 0:00:00","kw/bs",2004,"1508","WGS84 UTM zone 10",735685.98,4264489.88,178,40,"gran","",0,0.5,90,10,20,0,40,0,NA,5,0,"1",5,"",NA,NA,0,1.5,6,0,6,"Thistle +, Cheatgrass +, LOCR dominant cover species.",NA,NA,NA,20,120,0,120,NA,103.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,"PWR","Y",2004,"",5,103.48,50,"PIPO PIJE CADE27 QUKE QUCH2","NA NA NA","NA NA NA PIPO PIJE CADE27 QUKE QUCH2"
"PWR0900184","POWER",538,"8/25/2009 0:00:00","kw/bs",2004,"1637","WGS84 UTM zone 10",736480.37,4264515.68,110,50,"gran","",5,5,90,20,20,80,5,0,NA,5,0,"1",5,"",NA,NA,0,0.5,6,0,6,"",NA,NA,NA,20,120,0,120,190,45.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,"PWR","Y",2004,"",5,45.44,5,"CADE27 QUCH2 PIPO QUKE","NA NA NA","NA NA NA CADE27 QUCH2 PIPO QUKE"
"PWR0900187","POWER",508,"8/19/2009 0:00:00","kw/bs",2004,"1611","WGS84 UTM zone 10",737485.7,4264546.16,322,37,"gran","",15,5,50,15,15,35,10,5,NA,10,0,"1",5,"",NA,NA,0,0.5,2,0,2,"Cheatgrass, area logged, plot next to road.",NA,NA,NA,20,40,0,40,30,26.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,"PWR","Y",2004,"",5,26.04,5,"CADE27 PIPO PILA ABCO QUKE QUCH2","NA NA NA","NA NA NA CADE27 PIPO PILA ABCO QUKE QUCH2"
"PWR0900188","POWER",513,"8/19/2009 0:00:00","kw/bs",2004,"1608","WGS84 UTM zone 10",738686.46,4264588.17,175,50,"gran","",15,0,40,25,10,9,10,10,NA,10,0,"1",4,"",NA,NA,0,0.5,8,0,8,"Ferns 10%",NA,NA,NA,20,160,0,160,30,54.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,"PWR","Y",2004,"",5,54.33,22,"PIPO CADE27 QUCH2 QUKE PIJE","NA NA NA","NA NA NA PIPO CADE27 QUCH2 QUKE PIJE"
"PWR0900189","POWER",512,"8/19/2009 0:00:00","kw/bs",2004,"1607","WGS84 UTM zone 10",738887.7,4264595.31,122,35,"gran","",0,5,65,20,10,65,0.5,2,NA,0,0,"1",2,"",NA,NA,0,1,5,5,0,"Area not logged, living forest.",NA,NA,NA,20,100,100,0,30,8.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,"PWR","Y",2004,"",5,8.78,0.5,"PIPO PIJE QUKE QUCH2 CADE27","NA NA NA","NA NA NA PIPO PIJE QUKE QUCH2 CADE27"
"PWR0900190","POWER",548,"8/19/2009 0:00:00","kw/bs",2004,"1606","WGS84 UTM zone 10",739089.38,4264601.93,228,32,"gran","",10,5,15,63,5,5,5,2,NA,2,70,"1",2,"",NA,NA,1,2,10,10,0,"only 10% groundkill, small trees under 4"" dbh. 2-5 foot fure scar on larger trees. 5 live trees: 3 CADE, 2 Oaks (v)",NA,NA,NA,20,200,200,0,30,0.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,"PWR","Y",2004,"",5,0.84,5,"QUKE CADE27 PIPO","NA NA NA","NA NA NA QUKE CADE27 PIPO"
"PWR0900191","POWER",549,"8/19/2009 0:00:00","kw/bs",2004,"1605","WGS84 UTM zone 10",739286.51,4264607.13,128,35,"gran","",10,40,5,43,2,1,2,0,NA,0,80,"1",1,"",NA,NA,1.5,2,9,9,0,"Invasives: Cheatgrass -. Looks as though the plot did not burn.",NA,NA,NA,20,180,180,0,30,3.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,"PWR","Y",2004,"",5,3.19,1,"QUCH2 PIPO PIJE","NA NA NA","NA NA NA QUCH2 PIPO PIJE"
"PWR0900194","POWER",405,"7/28/2009 0:00:00","kw/bs",2004,"1496","WGS84 UTM zone 10",734687.94,4264258.84,150,45,"gran","",40,10,20,30,0.5,10,1,0,NA,0,0,"1",3,"",NA,NA,0,2,6,4,2,"",NA,NA,NA,20,120,80,40,30,11.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,"PWR","Y",2004,"",5,11.91,10,"PIPO PIJE CADE27 QUCH2","NA NA NA","NA NA NA PIPO PIJE CADE27 QUCH2"
"PWR0900195","POWER",408,"7/28/2009 0:00:00","kw/bs",2004,"1398","WGS84 UTM zone 10",734887.87,4264266.34,146,38,"gran","",5,0.5,65,25,10,1,40,0,NA,0,0,"1",5,"",NA,NA,0,1,4,0,4,"Thistle +, Cheatgrass +, area not logged, fallen trees present.",NA,NA,NA,20,80,0,80,30,47.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,"PWR","Y",2004,"",5,47.2,20,"PIPO PIJE CADE27 ABCO QUCH2 QUKE","NA NA NA","NA NA NA PIPO PIJE CADE27 ABCO QUCH2 QUKE"
"PWR0900197","POWER",516,"8/26/2009 0:00:00","kw/bs",2004,"1643","WGS84 UTM zone 10",735495.56,4264283.72,226,37,"gran","",10,10,40,20,15,30,5,5,NA,0,0,"1",5,"",NA,NA,0,0.5,5,0,5,"Cheatgrass +, Thistle -",NA,NA,NA,20,100,0,100,170,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,"PWR","Y",2004,"",5,200,5,"CADE27 PIPO PIJE QUCH2 QUKE","NA NA NA","NA NA NA CADE27 PIPO PIJE QUCH2 QUKE"
"PWR0900198","POWER",517,"8/26/2009 0:00:00","kw/bs",2004,"1642","WGS84 UTM zone 10",735670.99,4264280.89,214,32,"gran","",10,15,40,20,10,10,20,5,NA,0,0,"1",5,"",NA,NA,0,1.5,3,0,3,"Plot moved 25 m off of logging skid.  Cheatgrass, LOCR",NA,NA,NA,20,60,0,60,30,65.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,"PWR","Y",2004,"",5,65.82,10,"PIPO PIJE QUCH2 PILA QUKE","NA NA NA","NA NA NA PIPO PIJE QUCH2 PILA QUKE"
"PWR0900199","POWER",536,"8/25/2009 0:00:00","kw/bs",2004,"1638","WGS84 UTM zone 10",736493.23,4264266.24,148,40,"gran","",0,25,60,15,10,36,20,10,NA,10,0,"1",5,"",NA,NA,0,1,8,0,8,"Invasives: thistle -, cheatgrass, lace -.  Bank of stream, broken with large rocks. Dead in plot: CADE (2), OAK (4), FIR (2)",NA,NA,NA,20,160,0,160,230,14.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,"PWR","Y",2004,"",5,14.92,4,"CADE27 PSME QUCH2 QUKE PIPO","NA NA NA","NA NA NA CADE27 PSME QUCH2 QUKE PIPO"
"PWR0900202","POWER",510,"8/19/2009 0:00:00","kw/bs",2004,"1609","WGS84 UTM zone 10",738491.65,4264383.77,131,52,"gran","",10,0,50,20,15,11,20,5,NA,2,0,"1",4,"",NA,NA,0,0.5,2,1,1,"Cheatgrass +, LOCR +, Thistle -",NA,NA,NA,20,40,20,20,30,17.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,"PWR","Y",2004,"",5,17.87,20,"QUKE CADE27 QUCH2 PIPO","NA NA NA","NA NA NA QUKE CADE27 QUCH2 PIPO"
"PWR0900206","POWER",403,"6/30/2009 0:00:00","kw/bs",2004,"1278","WGS84 UTM zone 10",734693.07,4264056.66,202,65,"gran","",50,5,30,15,0,0,10,NA,NA,30,0,"1",5,"",NA,NA,0,1,6,0,6,"",NA,NA,NA,20,120,0,120,NA,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,"PWR","Y",2004,"",5,35,20,"PIPO QUCH2","NA NA NA","NA NA NA PIPO QUCH2"
"PWR0900207","POWER",402,"6/30/2009 0:00:00","kw/bs",2004,"1277","WGS84 UTM zone 10WGS84 UTM zone 10",734891.52,4264067.31,134,58,"gran","",0,0.5,50,50,0.5,40,5,NA,NA,20,5,"1",4,"",NA,NA,0,1,5,3,2,"",NA,NA,NA,20,100,60,40,30,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,"PWR","Y",2004,"",5,6,5,"PIPO CADE27 QUCH2","NA NA NA","NA NA NA PIPO CADE27 QUCH2"
"PWR0900209","POWER",515,"8/26/2009 0:00:00","kw/bs",2004,"1644","WGS84 UTM zone 10",735498.99,4264084.41,218,80,"gran","",15,10,50,20,5,37,10,0,NA,0,0,"1",5,"",NA,NA,0,1,1,1,0,"Plot on bank of road, next to stream.",NA,NA,NA,20,20,20,0,175,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,"PWR","Y",2004,"",5,18,5,"CADE27 QUCH2 PIPO PIJE","NA NA NA","NA NA NA CADE27 QUCH2 PIPO PIJE"
"PWR0900214","POWER",401,"6/30/2009 0:00:00","kw/bs",2004,"1266","WGS84 UTM zone 10WGS84 UTM zone 10",734701.14,4263860.83,187,70,"gran","",1,0.5,84,10,5,50,25,NA,NA,10,30,"1",3,"",NA,NA,0.5,1.5,6,3,3,"Thistle, Cheatgrass",NA,NA,NA,20,120,60,60,20,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,"PWR","Y",2004,"",5,4,9,"PIPO CADE27 QUKE QUCH2","NA NA NA","NA NA NA PIPO CADE27 QUKE QUCH2"
"PWR0900215","POWER",400,"6/30/2009 0:00:00","kw/bs",2004,"1267","WGS84 UTM zone 10",734864.27,4263846.37,214,40,"gran","",0.5,10,50,30,10,31,10,NA,NA,1,0,"1",4,"",NA,NA,0.5,1.5,1,1,0,"Moved plot location off of road cut.",NA,NA,NA,20,20,20,0,30,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,"PWR","Y",2004,"",5,6,10,"PIPO QUCH2 QUKE","NA NA NA","NA NA NA PIPO QUCH2 QUKE"
"PWR0900219","POWER",520,"6/30/2009 0:00:00","kw/bs",2004,"1269","WGS84 UTM zone 10",735707.66,4263889.65,222,21,"gran","",0,0.5,90,5,5,71,20,NA,NA,0,0,"1",5,"",NA,NA,0,1,2,0,2,"cheat grass present; area logged and low slash; LOCR present 5%",NA,NA,NA,20,40,0,40,30,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,"PWR","Y",2004,"",5,30,0.5,"PIPO CADE27 QUCH2 QUKE","NA NA NA","NA NA NA PIPO CADE27 QUCH2 QUKE"
"PWR0900220","POWER",519,"6/30/2009 0:00:00","kw/bs",2004,"1276","WGS84 UTM zone 10",735362.17,4263797.87,102,46,"gran","",0,0.5,80,10,10,50,20,0,NA,0,0,"1",5,"",NA,NA,0,2,2,0,2,"Heavy slash; photo 1275 - the whole area. Oak sprouting. No seed source. LACE present",NA,NA,NA,20,40,0,40,120,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,"PWR","Y",2004,"",5,200,10,"PIPO QUCH2","NA NA NA","NA NA NA PIPO QUCH2"
"PWR0900222","POWER",547,"7/6/2009 0:00:00","kw/bs",2004,"1293","WGS84 UTM zone 10",737106.88,4263939.28,253,28,"gran","",5,0.5,94,1,0,89,5,NA,NA,0,0,"1",5,"",NA,NA,0,0.5,0,0,0,"",NA,NA,NA,20,0,0,0,40,24.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,"PWR","Y",2004,"",5,24.37,0.5,"PIPO QUKE","NA NA NA","NA NA NA PIPO QUKE"
"PWR0900223","POWER",543,"8/24/2009 0:00:00","kw/bs",2004,"1629","WGS84 UTM zone 10",737304.22,4263942.97,264,35,"gran","",20,1,45,20,15,35,5,2,NA,0,0,"1",3,"",NA,NA,0,0.5,2,0,2,"",NA,NA,NA,20,40,0,40,40,17.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,"PWR","Y",2004,"",5,17.77,5,"PIPO CADE27 QUKE QUCH2 PILA","NA NA NA","NA NA NA PIPO CADE27 QUKE QUCH2 PILA"
"PWR0900224","POWER",544,"8/24/2009 0:00:00","kw/bs",2004,"1630","WGS84 UTM zone 10",737702.14,4263955.85,72,30,"gran","",10,15,45,20,5,10,30,5,NA,0,0,"1",4,"",NA,NA,0,0.5,6,1,5,"Invasives: Cheatgrass +.  Dead CADE & PIPO mid-size in area.",NA,NA,NA,20,120,20,100,30,13.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,"PWR","Y",2004,"",5,13.46,5,"PIPO CADE27 PIJE PILA QUCH2 QUKE","NA NA NA","NA NA NA PIPO CADE27 PIJE PILA QUCH2 QUKE"
"PWR0900225","POWER",545,"8/24/2009 0:00:00","kw/bs",2004,"1631","WGS84 UTM zone 10",737904.41,4263964.07,118,45,"gran","",15,5,35,30,5,25,5,10,NA,10,50,"1",4,"",NA,NA,0,1.5,4,1,3,"",NA,NA,NA,20,80,20,60,30,1.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,"PWR","Y",2004,"",5,1.42,5,"PIPO PIJE PILA QUCH2 QUKE","NA NA NA","NA NA NA PIPO PIJE PILA QUCH2 QUKE"
"PWR0900233","POWER",521,"6/30/2009 0:00:00","kw/bs",2004,"1274","WGS84 UTM zone 10",735709.92,4263696.27,269,42,"gran","",2,2,55,40,1,5,40,NA,NA,30,0,"1",4,"",NA,NA,0,1,1,0,1,"20% slash; cheat grass +; LOCR +",NA,NA,NA,20,20,0,20,30,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,"PWR","Y",2004,"",5,10,10,"QUCH2 PIPO","NA NA NA","NA NA NA QUCH2 PIPO"
"PWR0900236","POWER",546,"8/24/2009 0:00:00","kw/bs",2004,"1634","WGS84 UTM zone 10",737711.25,4263754.89,96,44,"gran","",10,5,65,15,5,41,15,0,NA,0,0,"1",4,"",NA,NA,0,1,1,1,0,"",NA,NA,NA,20,20,20,0,30,16.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,"PWR","Y",2004,"",5,16.19,10,"CADE27 QUCH2 PIPO PIJE PILA","NA NA NA","NA NA NA CADE27 QUCH2 PIPO PIJE PILA"
"PWR0900242","POWER",526,"7/1/2009 0:00:00","kw/bs",2004,"1289","WGS84 UTM zone 10",735312.13,4263480.84,89,29,"gran","",0,0,65,20,15,40,20,NA,NA,0,0,"1",5,"",NA,NA,0,1,8,0,8,"thistle & LACE +; tall grass outcompeting seedlings",NA,NA,NA,20,160,0,160,130,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,"PWR","Y",2004,"",5,60,5,NA,"NA NA NA","NA NA NA NA"
"PWR0900244","POWER",531,"7/1/2009 0:00:00","kw/bs",2004,"1292","WGS84 UTM zone 10",735715.05,4263494.28,225,47,"gran","",5,10,50,30,5,18,27,NA,NA,40,0,"1",5,"",NA,NA,0,1.5,3,1,2,"LACE invasive",NA,NA,NA,20,60,20,40,30,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,"PWR","Y",2004,"",5,15,5,"QUCH2 QUKE PIPO CADE27","NA NA NA","NA NA NA QUCH2 QUKE PIPO CADE27"
"PWR0900245","POWER",522,"6/30/2009 0:00:00","kw/bs",2004,"1271","WGS84 UTM zone 10",735907.09,4263499.35,156,36,"gran","",2,0,60,30,5,25,5,NA,NA,5,0,"1",4,"",NA,NA,0.5,1.5,3,2,1,"plot shifted 7 m due to heavy slash; ferns +; thistle +; directly adjacent to aquaduct",NA,NA,NA,20,60,40,20,40,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,"PWR","Y",2004,"",5,25,30,"PIPO QUKE QUCH2","NA NA NA","NA NA NA PIPO QUKE QUCH2"
"PWR0900247","POWER",524,"7/1/2009 0:00:00","kw/bs",2004,"1284","WGS84 UTM zone 10",734921.18,4263266.95,106,5,"gran","",0,0,80,5,15,2,78,NA,NA,5,0,"1",4,"",NA,NA,0.5,1,9,0,9,"cheat grass +; thislte +",NA,NA,NA,20,180,0,180,150,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,"PWR","Y",2004,"",5,15,0,NA,"NA NA NA","NA NA NA NA"
