"Regen_Plot","Fire","ID","Date","Observers","Year.of.Fire","Photos","Datum","Easting","Northing","aspect","slope","parent1","parent2","BARE","ROCK","VEG..BASAL..10.","LITT","CWD","SHRUB","GRASS","HARDWOOD","CONIFER","DEAD_OCC","LIVE_OCC","CALVEG_OBS","FIRE_SEV","HIST1","HIST2","HIST3","DUFF_cm","LITT_cm","BA_total_count","BA_live_count","BA_dead_count","NOTES","HERBS","UNDERSTORY.VEG","TREE_live.only","BAF","BA.Total1","BA.Live1","BA.Dead1","dominant_shrub_ht_cm","seed_tree_distance_general","fire.prefix","seed_tree_distance_conifer","seed_tree_distance_hardwood","seed_wall_distance","dominant_tree_1","dominant_tree_2","dominant_tree_3","fire_killed_trees_2.15","fire_killed_trees_15.30","fire_killed_trees_30.45","fire_killed_trees_45.60","fire_killed_trees_60.","dominant_shrub_1","dominant_shrub_2","new_or_revisit","burn_or_control","revisit_relocated_precisely","entered_by","entered_on","dominant_shrub_3","Year","fire.abbr","X5yr","fire.year","notes","survey.years.post","seed.tree.any","FORB","dom.veg","dom.veg.2016","dom.veg.all"
"AMR1300196","AMERICAN RIVER",2338,"6/20/2013 0:00:00","NO, MS, RD",2008,"5534 RD","NAD83 UTM zone 10",713573.81,4340641.73,66,19,"GRANITE","",1,1,1,94,3,25,0,0,0.5,50,0,"1",4,"",NA,NA,0,1,8,0,8,"BAF 40",5,40,0.5,40,320,0,320,65,23.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"AMR","Y",2008,"",5,23.3,5,"CADE27 PILA PIPO","NA NA NA","NA NA NA CADE27 PILA PIPO"
"AMR1300204","AMERICAN RIVER",2339,"6/18/2013 0:00:00","CP, NO, MS",2008,"2857 CP","NAD83 UTM zone 10",710571.65,4340751.37,244,30,"GRANITE","",0.5,20,1,59,20,8,1,0,15,30,10,"1",4,"",NA,NA,0,1,6,1,5,"BAF 40",10,25,15,40,240,40,200,50,3.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"AMR","Y",2008,"",5,3.9,10,"PIPO PILA PSME","NA NA NA","NA NA NA PIPO PILA PSME"
"AMR1300205","AMERICAN RIVER",2340,"6/18/2013 0:00:00","CP, NO, MS",2008,"2858 CP","NAD83 UTM zone 10",710769.1,4340752.01,282,24,"GRANITE","",1,25,1,72,1,25,5,0,25,0,25,"1",2,"",NA,NA,0,2,6,6,0,"",6,30,25,20,120,120,0,40,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"AMR","Y",2008,"",5,2.2,1,"PIPO PSME PILA","NA NA NA","NA NA NA PIPO PSME PILA"
"AMR1300206","AMERICAN RIVER",2341,"6/18/2013 0:00:00","CP, NO, MS",2008,"2867 CP","NAD83 UTM zone 10",711167.4,4340764.8,257,13,"GRANITE","",10,25,0.5,57,8,28,1,0,3,0,0,"1",3,"",NA,NA,0,1,3,3,0,"BAF 5. MAY BE PLANTED/ MANAGED, SNAGS REMOVED.  SOME SEEDLINGS NEEDLES HAVE TURNED BROWN AS IF FROM GLYPHOSATE DAMAGE.",26,50,3,5,15,15,0,18,14.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"AMR","Y",2008,"",5,14.4,25,"PILA","NA NA NA","NA NA NA PILA"
"AMR1300209","AMERICAN RIVER",2342,"7/3/2013 0:00:00","CP, MS, PB, NO",2008,"976 NO","NAD83 UTM zone 10",715370.79,4340908.32,208,38,"GRANITE","",10,25,1,62,2,16,0.5,0,25,0,25,"1",2,"",NA,NA,0.5,2,7,6,1,"BAF 5",8,25,25,5,35,30,5,50,3.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"AMR","Y",2008,"",5,3.3,8,"PILA PSME PIPO","NA NA NA","NA NA NA PILA PSME PIPO"
"AMR1300222","AMERICAN RIVER",2343,"6/18/2013 0:00:00","CP, MS,NO",2008,"2866 CP","NAD83 UTM zone 10",714161.28,4340965.2,222,13,"GRANITE","",10,25,1,59,5,33,1,0,6,0,0,"1",3,"",NA,NA,0,0.5,6,4,2,"BAF 5. NEAR A ROAD, MANAGED AREA.",21,50,6,5,30,20,10,18,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"AMR","Y",2008,"",5,12,20,"ABMA PIPO PILA","NA NA NA","NA NA NA ABMA PIPO PILA"
"AMR1300235","AMERICAN RIVER",2344,"6/18/2013 0:00:00","CP, NO, MS",2008,"2864 CP","NAD83 UTM zone 10",711152.13,4341165.52,95,11,"GRANITE","",2,40,0.5,57,1,20,3,0,0,0,0,"1",4,"",NA,NA,0,1,6,2,4,"BAF 10",11,30,0,10,60,20,40,18,14.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"AMR","Y",2008,"",5,14.5,8,"PILA PIPO","NA NA NA","NA NA NA PILA PIPO"
"AMR1300236","AMERICAN RIVER",2345,"7/9/2013 0:00:00","CP, MS, RD, PB",2008,"236 AMR CPP","NAD83 UTM zone 10",711558.66,4341176.32,62,45,"GRANITE","",30,50,0.5,19,0.5,18,0,0,0,0,0,"1",4,"",NA,NA,0,0,NA,NA,NA,"BA NR",1,15,0,20,0,NA,0,22,19.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"AMR","Y",2008,"",5,19.7,1,"ABCO PILA","NA NA NA","NA NA NA ABCO PILA"
"AMR1300247","AMERICAN RIVER",2346,"7/31/2013 0:00:00","CP, MS, NO, PB",2008,"247 AMR CPP","NAD83 UTM zone 10",710156.48,4341331.2,292,14,"GRANITE","",2,1,0.5,93,5,6,0.5,0,1,8,0,"1",5,"",NA,NA,0,2,10,0,10,"",35,40,1,20,200,0,200,55,29.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"AMR","Y",2008,"",5,29.4,35,"PIPO PILA CADE27","NA NA NA","NA NA NA PIPO PILA CADE27"
"AMR1300253","AMERICAN RIVER",2347,"7/3/2013 0:00:00","CP, NO, MS, PB",2008,"253 AMR CPP","NAD83 UTM zone 10",709339.22,4341505.87,295,45,"GRANITE","",10,5,0.5,82,3,45,0.5,0,25,5,0,"1",5,"",NA,NA,0,1,19,0,19,"",5,65,2,20,380,0,380,45,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"AMR","Y",2008,"",5,50,10,"ABCO PILA","NA NA NA","NA NA NA ABCO PILA"
"AMR1300255","AMERICAN RIVER",2348,"7/9/2013 0:00:00","CP, RD, MS, PB",2008,"255 AMR CPP","NAD83 UTM zone 10",712143.39,4341598.07,306,15,"GRANITE","",3,0.5,0.5,93,4,1,0,0,0,0,0,"1",3,"",NA,NA,0,1,0,0,0,"HIGHLY MANAGED, SALVAGE LOGGING: STUMPS EVERYWHERE",85,85,0,20,0,0,0,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"AMR","Y",2008,"",5,NA,85,NA,"NA NA NA","NA NA NA NA"
"AMR1300260","AMERICAN RIVER",2349,"7/3/2013 0:00:00","CP, NO, MS, PB",2008,"260 AMR CPP","NAD83 UTM zone 10",710532.15,4341738.01,9,55,"GRANITE","",35,50,0.5,14,1,40,0,0,0.5,12,0,"1",5,"",NA,NA,0,2,6,0,6,"",0,40,0.5,20,120,0,120,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"AMR","Y",2008,"",5,NA,0,"PILA","NA NA NA","NA NA NA PILA"
"AMR1300264","AMERICAN RIVER",2350,"7/9/2013 0:00:00","CP, MS, RD, PB",2008,"264 AMR CPP","NAD83 UTM zone 10",711525.51,4341981.75,344,57,"GRANITE","",0,85,0,15,0,20,0,0,0.5,7,0,"1",5,"",NA,NA,0,0,13,0,13,"BAF 10",5,25,0.5,10,130,0,130,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"AMR","Y",2008,"",5,NA,5,NA,"NA NA NA","NA NA NA NA"
"AMR1300268","AMERICAN RIVER",2351,"7/9/2013 0:00:00","CP, MS, RD, PB",2008,"268 AMR CPP","NAD83 UTM zone 10",711322.21,4342167.62,262,25,"GRANITE","",0,1,0,89,10,28,0,0,0.5,45,0,"1",5,"",NA,NA,0,1,17,0,17,"",2,30,0.5,20,340,0,340,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"AMR","Y",2008,"",5,NA,2,NA,"NA NA NA","NA NA NA NA"
"AMR1300269","AMERICAN RIVER",2352,"7/9/2013 0:00:00","CP, RD, MS, PB",2008,"269 AMR CPP","NAD83 UTM zone 10",711523.19,4342177.65,280,90,"GRANITE","",0.5,85,0.5,14,0,15,0,0,0,0,0,"1",5,"",NA,NA,0,1,NA,NA,NA,"",0,15,0,20,0,NA,0,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"AMR","Y",2008,"",5,NA,0,NA,"NA NA NA","NA NA NA NA"
"AMR1300270","AMERICAN RIVER",2353,"7/9/2013 0:00:00","CP, RD, MS, PB",2008,"7/9","NAD83 UTM zone 10",711721.21,4342184.74,170,27,"GRANITE","",1,70,0,27,2,45,0,0,0,0,0,"1",5,"",NA,NA,0,0,8,0,8,"",3,47,0,20,160,0,160,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"AMR","Y",2008,"",5,NA,3,NA,"NA NA NA","NA NA NA NA"
"AMR1300271","AMERICAN RIVER",2354,"7/9/2013 0:00:00","CP, RD, MS, PB",2008,"5628 RD","NAD83 UTM zone 10",712121.5,4342197.15,4,24,"GRANITE","",1,1,1,87,10,70,0,0,0,15,0,"1",5,"",NA,NA,0,3,6,0,6,"BAF 40",8,75,0,40,240,0,240,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"AMR","Y",2008,"",5,NA,8,NA,"NA NA NA","NA NA NA NA"
"AMR1300310","AMERICAN RIVER",2355,"6/28/2013 0:00:00","RD, NO, MS",2008,"5598 RD","NAD83 UTM zone 10",703657.82,4343722.22,254,16,"GRANITE","",0,0,2,83,15,5,0,10,65,10,65,"1",2,"",NA,NA,NA,NA,NA,NA,NA,"",0,45,65,20,0,NA,0,35,3.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"AMR","Y",2008,"",5,3.7,0,"PILA PIPO PSME","NA NA NA","NA NA NA PILA PIPO PSME"
"AMR1300311","AMERICAN RIVER",2356,"6/28/2013 0:00:00","NO, RD, MS",2008,"","NAD83 UTM zone 10",703858.28,4343731.19,285,8,"GRANITE","",0,1,1,88,10,42,0,0,0.5,15,0,"1",2,"",NA,NA,0,1,11,10,1,"",0,42,0.5,20,220,200,20,45,14.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"AMR","Y",2008,"",5,14.4,0,"ABMA PIPO PILA","NA NA NA","NA NA NA ABMA PIPO PILA"
"AMR1300312","AMERICAN RIVER",2357,"6/28/2013 0:00:00","RD, NO, MS",2008,"5560 RD","NAD83 UTM zone 10",704261.04,4343740.4,18,12,"GRANITE","",0.5,2,0.5,94,3,70,0,0,1,3,0,"1",4,"",NA,NA,0,1,12,0,12,"",10,80,1,20,240,0,240,20,20.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"AMR","Y",2008,"",5,20.5,10,"PIPO PILA ABCO","NA NA NA","NA NA NA PIPO PILA ABCO"
"AMR1300313","AMERICAN RIVER",2358,"6/28/2013 0:00:00","NO, RD, MS",2008,"5559 RD","NAD83 UTM zone 10",704457.88,4343735.33,22,34,"GRANITE","",4,5,0.5,91,0,12,0,0,0.5,0,5,"1",2,"",NA,NA,0,0.5,4,3,1,"BAF 5",3,15,0.5,5,20,15,5,80,4.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"AMR","Y",2008,"",5,4.4,3,"ABCO PILA PIPO","NA NA NA","NA NA NA ABCO PILA PIPO"
"AMR1300314","AMERICAN RIVER",2359,"6/28/2013 0:00:00","RD, NO, MS",2008,"5605 RD","NAD83 UTM zone 10",704657.3,4343752.16,26,45,"GRANITE","",0,0,1,89,10,19,0.5,0.5,80,0,80,"1",2,"",NA,NA,0,3,8,6,2,"BAF 10",1,20,80,10,80,60,20,25,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"AMR","Y",2008,"",5,2.3,0.5,"PIPO CADE27 ABCO","NA NA NA","NA NA NA PIPO CADE27 ABCO"
"AMR1300315","AMERICAN RIVER",2360,"6/28/2013 0:00:00","RD, NO, MS",2008,"5604 RD","NAD83 UTM zone 10",704854.24,4343758.09,235,20,"GRANITE","",0,0,1,98,1,6,0.5,0,60,10,60,"1",3,"",NA,NA,0,3,10,5,5,"",1,7,60,20,200,100,100,5,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"AMR","Y",2008,"",5,2.3,0.5,"PIPO ABMA","NA NA NA","NA NA NA PIPO ABMA"
"AMR1300352","AMERICAN RIVER",2361,"6/28/2013 0:00:00","RD, NO, MS",2008,"5597 RD","NAD83 UTM zone 10",709832.81,4344563.97,187,30,"GRANITE","",0,2,1,68,30,15,1,0,3,0,0,"1",3,"",NA,NA,0.5,1,9,3,6,"",1,16,3,20,180,60,120,70,8.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"AMR","Y",2008,"",5,8.4,0,"PILA PIPO PSME","NA NA NA","NA NA NA PILA PIPO PSME"
"AMR1300377","AMERICAN RIVER",2364,"6/27/2013 0:00:00","CP, PB",2008,"2894 CP","NAD83 UTM zone 10",708035,4344870,140,35,"GRANITE","",0.5,6,0.5,86,8,8,0,0,30,45,10,"1",3,"",NA,NA,0.5,3.5,14,2,12,"BAF 40",0,38,30,40,560,80,480,30,6.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"AMR","Y",2008,"",5,6.2,0,"CADE27 ABCO PIPO","NA NA NA","NA NA NA CADE27 ABCO PIPO"
"AMR1300378","AMERICAN RIVER",2365,"6/27/2013 0:00:00","CP, PB",2008,"2893 CP","NAD83 UTM zone 10",708226.1,4344862.13,270,27,"GRANITE","",5,20,3,65,7,11,0,0,85,0,85,"1",1,"",NA,NA,0.5,2,9,9,0,"BAF 40. A STREAM RUNS THROUGH THE PLOT.",1,13,85,40,360,360,0,35,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"AMR","Y",2008,"",5,2,1,"ABCO ABMA CADE27","NA NA NA","NA NA NA ABCO ABMA CADE27"
"AMR1300379","AMERICAN RIVER",2366,"6/27/2013 0:00:00","CP, PB",2008,"2892","NAD83 UTM zone 10",708429.89,4344871.75,232,26,"GRANITE","",37,37,0.5,22,4,42,0,0,1,0,0,"1",5,"",NA,NA,0,0.5,7,0,7,"BAF 5. 2 LARGE STUMPS JUST OUTSIDE PLOT.",0.5,42,1,5,35,0,35,60,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"AMR","Y",2008,"",5,70,0.5,"ABCO PILA","NA NA NA","NA NA NA ABCO PILA"
"AMR1300387","AMERICAN RIVER",2367,"6/27/2013 0:00:00","CP, PB",2008,"2899 CP","NAD83 UTM zone 10",706416.5,4345007.94,195,21,"GRANITE","",2,18,0.5,79,1,52,2,0,10,0,0,"1",2,"",NA,NA,0,1,7,6,1,"BAF 10. BETWEEN 5 ROADS.",7,55,10,10,70,60,10,80,10.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"AMR","Y",2008,"",5,10.2,5,"PIPO PILA","NA NA NA","NA NA NA PIPO PILA"
"AMR1300388","AMERICAN RIVER",2368,"6/27/2013 0:00:00","CP, PB",2008,"2897 CP","NAD83 UTM zone 10",706626.05,4345011.2,240,18,"GRANITE","",0,0,1,98,1,0,0,0,60,0,60,"1",2,"",NA,NA,0,3,5,5,0,"MANAGED AREA, STUMPS.",1,1,60,20,100,100,0,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"AMR","Y",2008,"",5,4,1,"PIPO CADE27 PSME","NA NA NA","NA NA NA PIPO CADE27 PSME"
"AMR1300391","AMERICAN RIVER",2369,"6/28/2013 0:00:00","CP, PB",2008,"2913 CP","NAD83 UTM zone 10",702215.6,4345040.1,258,18,"GRANITE","",0.5,20,0.5,75,5,2,1,0,70,20,70,"1",2,"",NA,NA,0,2,6,5,1,"BAF 40",1,3,70,40,240,200,40,70,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"AMR","Y",2008,"",5,1.7,0,"PIPO PILA PSME","NA NA NA","NA NA NA PIPO PILA PSME"
"AMR1300392","AMERICAN RIVER",2370,"6/28/2013 0:00:00","CP, PB",2008,"2914 CP","NAD83 UTM zone 10",702410.15,4345076.5,218,38,"GRANITE","",8,5,0.5,72,15,70,0,0,1,4,0,"1",5,"",NA,NA,0,1,10,0,10,"BAF 10",6,75,1,10,100,0,100,5,45.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"AMR","Y",2008,"",5,45.6,6,"PIPO PILA PSME","NA NA NA","NA NA NA PIPO PILA PSME"
"AMR1300396","AMERICAN RIVER",2371,"6/28/2013 0:00:00","CP, PB",2008,"2902 CP","NAD83 UTM zone 10",704411.68,4345141.44,165,10,"GRANITE","",1,35,0.5,59,5,16,10,1,10,30,3,"1",2,"",NA,NA,0.5,1,4,2,2,"",12,36,11,20,80,40,40,23,9.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"AMR","Y",2008,"",5,9.9,2,"PIPO PILA CADE27","NA NA NA","NA NA NA PIPO PILA CADE27"
"AMR1300398","AMERICAN RIVER",2372,"6/27/2013 0:00:00","CP, PB",2008,"2901 CP","NAD83 UTM zone 10",706616.09,4345211.6,226,30,"GRANITE","",0,1,1,96,2,0.5,0,0,75,6,75,"1",2,"",NA,NA,0,4,6,5,1,"BAF 40",0,1,75,40,240,200,40,18,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"AMR","Y",2008,"",5,2.8,0,"PIPO ABCO PILA","NA NA NA","NA NA NA PIPO ABCO PILA"
"AMR1300399","AMERICAN RIVER",2373,"6/27/2013 0:00:00","CP, PB",2008,"2896 CP","NAD83 UTM zone 10",706812.6,4345218,165,12,"GRANITE","",46,46,0.5,7,1,4,0.5,0,2,0,0,"1",3,"",NA,NA,0,0.5,2,2,0,"AREA LOOKS LIKE SOIL HAS BEEN TILLED. MAY HAVE BEEN CLEAR CUT, BUT NO STUMPS OR SNAGS.",2,7,2,20,40,40,0,32,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"AMR","Y",2008,"",5,30,2,"PILA PIPO PSME","NA NA NA","NA NA NA PILA PIPO PSME"
"AMR1300404","AMERICAN RIVER",2374,"6/28/2013 0:00:00","CP, PB",2008,"2916 CP","NAD83 UTM zone 10",702406.81,4345278.77,255,16,"GRANITE","",2,10,1,88,1,40,5,0,5,0,5,"1",2,"",NA,NA,0,1.5,6,6,0,"MISSING SNAGS, HOLES WHERE THEY WOULD BE.",6,30,5,20,120,120,0,70,6.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"AMR","Y",2008,"",5,6.4,1,"PILA PIPO PSME","NA NA NA","NA NA NA PILA PIPO PSME"
"AMR1300408","AMERICAN RIVER",2375,"6/28/2013 0:00:00","CP, PB",2008,"2903 CP","NAD83 UTM zone 10",703606.42,4345310,260,48,"GRANITE","",1,10,0.5,88,1,52,10,0,2,60,0,"1",5,"",NA,NA,0,2.5,6,0,6,"",12,66,2,20,120,0,120,40,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"AMR","Y",2008,"",5,12,2,"PIPO PILA PSME","NA NA NA","NA NA NA PIPO PILA PSME"
"AMR1300412","AMERICAN RIVER",2376,"6/27/2013 0:00:00","RD, NO, MS",2008,"5591 RD","NAD83 UTM zone 10",706990.05,4345420.05,142,34,"GRANITE","",0.5,15,1,84,0,0,1,0,45,0,40,"1",1,"",NA,NA,0.5,1,9,9,0,"",1,1,45,20,180,180,0,NA,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"AMR","Y",2008,"",5,3.2,0,"PILA PIPO CADE27","NA NA NA","NA NA NA PILA PIPO CADE27"
"AMR1300414","AMERICAN RIVER",2377,"6/23/2013 0:00:00","CP, PB",2008,"2895 CP","NAD83 UTM zone 10",707411.72,4345438,235,18,"GRANITE","",2,5,0.5,88,5,55,0.5,0,4,0.5,0,"1",3,"",NA,NA,0,2.5,9,4,5,"",0.5,59,4,20,180,80,100,42,8.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"AMR","Y",2008,"",5,8.1,0,"PILA PIPO","NA NA NA","NA NA NA PILA PIPO"
"AMR1300423","AMERICAN RIVER",2378,"6/26/2013 0:00:00","CP, RD, NO, PB, MS",2008,"5556 RD","NAD83 UTM zone 10",703581.51,4345522,250,25,"GRANITE","",0.5,3,0.5,95,2,55,20,0,5,10,0,"1",4,"",NA,NA,0,1,10,1,9,"",25,80,5,20,200,20,180,120,11.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"AMR","Y",2008,"",5,11.2,5,"PIPO CADE27 ABCO","NA NA NA","NA NA NA PIPO CADE27 ABCO"
"AMR1300429","AMERICAN RIVER",2379,"6/27/2013 0:00:00","RD, NO, MS",2008,"5577 RD","NAD83 UTM zone 10",709200.84,4345696.83,144,43,"GRANITE","",0.5,95,0.5,4,1,7,0,0,0.5,0,0,"1",2,"",NA,NA,0,0.5,10,4,6,"",0,7,0.5,20,200,80,120,55,3.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"AMR","Y",2008,"",5,3.7,0,"PIPO PSME PILA","NA NA NA","NA NA NA PIPO PSME PILA"
"AMR1300430","AMERICAN RIVER",2380,"6/27/2013 0:00:00","RD, NO, MS",2008,"5572 RD","NAD83 UTM zone 10",709406.05,4345707.17,39,14,"GRANITE","",0.5,95,1,2,2,30,0.5,0,0.5,0,0,"1",3,"",NA,NA,0,0.5,6,5,1,"BAF 5",0.5,30,0.5,5,30,25,5,42,7.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"AMR","Y",2008,"",5,7.8,0.5,"PIPO PSME PILA","NA NA NA","NA NA NA PIPO PSME PILA"
"AMR1300431","AMERICAN RIVER",2381,"6/28/2013 0:00:00","CP, PB",2008,"2906 CP","NAD83 UTM zone 10",701792.98,4345654.4,118,4,"GRANITE","",0.5,5,0.5,64,30,0.5,0,0,63,5,60,"1",3,"",NA,NA,0,3,7,6,1,"BAF 40",0,1,63,40,280,240,40,18,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"AMR","Y",2008,"",5,1.9,0,"PILA PIPO PSME","NA NA NA","NA NA NA PILA PIPO PSME"
"AMR1300432","AMERICAN RIVER",2382,"6/28/2013 0:00:00","CP, PB",2008,"2912 CP","NAD83 UTM zone 10",701992.8,4345653,150,25,"GRANITE","",0.5,5,0.5,94,1,10,0,0,40,15,40,"1",3,"",NA,NA,0,3,5,4,1,"BAF 40",0,10,41,40,200,160,40,70,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"AMR","Y",2008,"",5,1.4,0,"PIPO PILA","NA NA NA","NA NA NA PIPO PILA"
"AMR1300434","AMERICAN RIVER",2383,"6/26/2013 0:00:00","CP, RD, NO, MS, PB",2008,"2891 CP","NAD83 UTM zone 10",702985.12,4345694.15,342,20,"GRANITE","",0,0.5,3,4,93,0,0,0,90,0,90,"1",2,"",NA,NA,0,2,8,8,0,"BAF 40",0,0,90,40,320,320,0,NA,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"AMR","Y",2008,"",5,1.2,0,"PIPO PSME PILA","NA NA NA","NA NA NA PIPO PSME PILA"
"AMR1300435","AMERICAN RIVER",2384,"6/26/2013 0:00:00","CP, RD, NO, MS, PB",2008,"2884 CP","NAD83 UTM zone 10",703395.15,4345706.41,4,30,"GRANITE","",0,20,1,77,3,10,0.5,0,10,0,10,"1",1,"",NA,NA,0,1,6,6,0,"",1,12,10,20,120,120,0,53,3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"AMR","Y",2008,"",5,3.1,1,"PSME PIPO PILA","NA NA NA","NA NA NA PSME PIPO PILA"
"AMR1300438","AMERICAN RIVER",2385,"6/27/2013 0:00:00","CP, RD, NO, MS, PB",2008,"5571 RD","NAD83 UTM zone 10",708599.78,4345884.98,292,4,"GRANITE","",0.5,0.5,2,90,8,15,0,0,40,0,30,"1",0,"",NA,NA,0,1,6,6,0,"APPEARS UNBURNED",2,25,40,20,120,120,0,80,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"AMR","Y",2008,"",5,3.2,2,"ABIES PIPO","NA NA NA","NA NA NA ABIES PIPO"
