"ID","Regen_Plot","DBH (cm)","type","Species","3 yr","4yr","5yr","6yr","7yr","8yr","9yr","10yr","11+yr","seed_veg_plant","tallest_ht_cm","tallest_age","tallest_lastyr_cm","number_sprouts"
1422,"PWR1300104",".3","h","QUKE",,,,,,,,,1,"S",160.00,15.00,10.00,
1423,"PWR1300104","6.5","h","QUCH2",,,,,,,,,1,"S",390.00,30.00,24.00,
1424,"PWR1300292","2","c","PIPO",,,,,,,,,1,"S",260.00,15.00,19.00,
1425,"PWR1300292",".8","h","QUCH2",,,,,,,,1,,"S",155.00,10.00,6.00,
1426,"PWR1300292",".5","c","PILA",,,,,,,,,1,"S",400.00,18.00,30.00,
1427,"PWR1300292","5.6","c","PILA",,,,,,,,,1,"S",,11.00,,
1428,"PWR1300291","1.6","c","CADE27",,,,,,,,,1,"S",560.00,30.00,14.00,
1429,"PWR1300291","2.7","c","CADE27",,,,,,,,,1,"S
S
S",,11.00,,
1430,"PWR1300291","4.0","c","CADE27",,,,,,,,,1,"S

S",,11.00,,
1431,"PWR1300291","5.9","c","CADE27",,,,,,,,,1,"S
S",,11.00,,
1432,"PWR1300291","2.7","c","CADE27",,,,,,,,,1,"S",,11.00,,
1433,"PWR1300291","6.3","c","CADE27",,,,,,,,,1,"S",,11.00,,
1434,"PWR1300291","5","c","CADE27",,,,,,,,,1,"S",,11.00,,
1435,"PWR1300291",".3","c","CADE27",,,,,,,,,1,"S",,11.00,,
1436,"PWR1300291","17.3","c","CADE27",,,,,,,,,1,"S",,11.00,,
1437,"PWR1300291","9.0","c","CADE27",,,,,,,,,1,"S",,11.00,,
1438,"PWR1300291","7.3","c","CADE27",,,,,,,,,1,"S",,11.00,,
1439,"PWR1300291","2.8","c","CADE27",,,,,,,,,1,"S",,11.00,,
1440,"PWR1300291","0.9","c","CADE27",,,,,,,,,1,"S",,11.00,,
1441,"PWR1300291","5.0","c","CADE27",,,,,,,,,1,"S",,11.00,,
1442,"PWR1300291","2.8","c","CADE27",,,,,,,,,1,"S",,11.00,,
1443,"PWR1300291","3.0","c","CADE27",,,,,,,,,1,"S",,11.00,,
1444,"PWR1300291","2.8","c","CADE27",,,,,,,,,1,"S",,11.00,,
1445,"PWR1300291","3.0","c","CADE27",,,,,,,,,1,"S",,11.00,,
1446,"PWR1300291","6.5","c","CADE27",,,,,,,,,1,"S",,11.00,,
1447,"PWR1300291","3.0","c","CADE27",,,,,,,,,1,"S",,11.00,,
1448,"PWR1300291","6","c","CADE27",,,,,,,,,1,"S",,11.00,,
1449,"PWR1300291","2","c","CADE27",,,,,,,,,1,"S",,11.00,,
1450,"PWR1300291","5","c","CADE27",,,,,,,,,1,"S",,11.00,,
1451,"PWR1300291","3.4","c","CADE27",,,,,,,,,1,"S",,11.00,,
1452,"PWR1300291","4","c","CADE27",,,,,,,,,1,"S",,11.00,,
1453,"PWR1300291","15.8","c","CADE27",,,,,,,,,1,"S",,11.00,,
1454,"PWR1300291","7.8","c","CADE27",,,,,,,,,1,"S",,11.00,,
1455,"PWR1300309","5","c","CADE27",,,,,,,,,,"S",,,,
1456,"PWR1300309","5.2","c","CADE27",,,,,,,,,,"S",,,,
1457,"PWR1300309","6.5","c","ABCO",,,,,,,,,,"S",590.00,27.00,29.00,
1458,"PWR1300309","0.5","c","ABCO",,,,,,,,,,"S",,,,
1459,"PWR1300309","2.1","c","ABCO",,,,,,,,,,"S",,,,
1460,"PWR1300309","5.0","c","ABCO",,,,,,,,,,"S",,,,
1461,"PWR1300309","1.7","c","ABCO",,,,,,,,,,"S",,,,
1462,"PWR1300309","2.8","c","ABCO",,,,,,,,,,"S",,,,
1463,"PWR1300309","7.0
7.0","c","ABCO",,,,,,,,,,"S",,,,
1464,"PWR1300309","6.0","c","ABCO",,,,,,,,,,"S",,,,
1465,"PWR1300309","2.8","c","ABCO",,,,,,,,,,"S",,,,
1466,"PWR1300309","2.0","c","ABCO",,,,,,,,,,"S",,,,
1467,"PWR1300309","2.0","c","ABCO",,,,,,,,,,"S",,,,
1468,"PWR1300309","1.7","c","ABCO",,,,,,,,,,"S",,,,
1469,"PWR1300309","1.7","c","ABCO",,,,,,,,,,"S",,,,
1470,"PWR1300309","1.6","c","ABCO",,,,,,,,,,"S",,,,
1471,"PWR1300309","1.2","c","ABCO",,,,,,,,,,"S",,,,
1472,"PWR1300309","1.3","c","ABCO",,,,,,,,,,"S",,,,
1473,"PWR1300309","1.9","c","PILA",,,,,,,,,,"S",200.00,16.00,6.00,
1474,"PWR1300309","1.7","c","PILA",,,,,,,,,,"S",,,,
1475,"PWR1300308","2.6","c","ABCO",,,,,,,,,,"S",450.00,28.00,17.00,
1476,"PWR1300308","2.4","c","CADE27",,,,,,,,,,"S",,,,
1477,"PWR1300308","0.2","c","PIPO",,,,,,,,,,"S",146.00,12.00,12.00,
1478,"PWR1300308","1.1","c","CADE27",,,,,,,,,,"S
S",,,,
1479,"PWR1300308","0.8","c","CADE27",,,,,,,,,,"S",,,,
1480,"PWR1300308","2.8","c","CADE27",,,,,,,,,,"S",,,,
1481,"PWR1300308","3.5","c","CADE27",,,,,,,,,,"S",,,,
1482,"PWR1300308","1.8","c","CADE27",,,,,,,,,,"S",,,,
1483,"PWR1300308","6.8","c","PILA",,,,,,,,,,"S",460.00,25.00,27.00,
1484,"PWR1300308","1.0","c","ABCO",,,,,,,,,,"S",,,,
1485,"PWR1300308","0.9","c","ABCO",,,,,,,,,,"S",,,,
1486,"PWR1300308","1.0","c","ABCO",,,,,,,,,,"S",,,,
1487,"PWR1300308","6.5","c","ABCO",,,,,,,,,,"S",,,,
1488,"PWR1300308","5.7","c","ABCO",,,,,,,,,,"S",,,,
1489,"PWR1300548","2.3
2.3","c","ABCO",,,,,,,,,,"S",300.00,7.00,11.00,
1490,"PWR1300548","5.2","c","ABCO",,,,,,,,,,"S",,,,
1491,"PWR1300548","0.5","c","CADE27",,,,,,,,,,"S",155.00,25.00,10.00,
1492,"PWR1300548","1","c","CADE27",,,,,,,,,,"S",,,,
1493,"PWR1300548","1","c","ABCO",,,,,,,,,,"S",,,,
1494,"PWR1300548","1.5","c","ABCO",,,,,,,,,,"S",,,,
1495,"PWR1300548",".7","c","CADE27",,,,,,,,,,"S",,,,
1496,"PWR1300548","7.2","c","ABCO",,,,,,,,,,"S",,,,
1497,"PWR1300548","7.7","c","ABCO",,,,,,,,,,"S",,,,
1498,"PWR1300546","6.9","c","ABCO",,,,,,,,,,"S",400.00,25.00,7.00,
1499,"PWR1300546","2.5","c","ABCO",,,,,,,,,,"S",,,,
1500,"PWR1300546","2.0","c","ABCO",,,,,,,,,,"S",,,,
1501,"PWR1300546","3.9","c","ABCO",,,,,,,,,,"S",,,,
1502,"PWR1300546","4.0","c","ABCO",,,,,,,,,,"S",,,,
1503,"PWR1300546","2.0","c","ABCO",,,,,,,,,,"S",,,,
1504,"PWR1300546","1.9","c","ABCO",,,,,,,,,,"S",,,,
1505,"PWR1300546","3.3","c","ABCO",,,,,,,,,,"S",,,,
1506,"PWR1300546","5.1","c","ABCO",,,,,,,,,,"S",,,,
1507,"PWR1300569","6.6","c","ABCO",,,,,,,,,,"S",400.00,29.00,10.00,
1508,"PWR1300569","6.8","c","ABCO",,,,,,,,,,"S",,,,
1509,"PWR1300569","3.2","c","ABCO",,,,,,,,,,"S",,,,
1510,"PWR1300569","6","c","ABCO",,,,,,,,,,"S",,,,
1511,"PWR1300569","6.5","c","ABCO",,,,,,,,,,"S",,,,
1512,"PWR1300569","6.8","c","ABCO",,,,,,,,,,"S",,,,
1513,"PWR1300569","7.8","c","ABCO",,,,,,,,,,"S",,,,
1514,"PWR1300569","3.9","c","ABCO",,,,,,,,,,"S",,,,
1515,"PWR1300571","4.7","c","ABCO",,,,,,,,,,"S",210.00,24.00,10.00,
1516,"PWR1300572","6.2","c","ABCO",,,,,,,,,,"S
S
S",250.00,30.00,8.00,
1517,"PWR1300572","1.5","c","ABCO",,,,,,,,,,"S",,,,
1518,"PWR1300572","2.8","c","ABCO",,,,,,,,,,"S",,,,
1519,"PWR1300572","7.3","c","ABCO",,,,,,,,,,"S",,,,
1520,"PWR1300572","2.0","c","PILA",,,,,,,,,,"S",195.00,17.00,8.00,
1522,"PWR1300103","1.4","h","QUCH2",,,,,,,,,,"S
S",390.00,25.00,26.00,
1523,"PWR1300103","3.8","h","QUCH2",,,,,,,,,,"S",,,,
1524,"PWR1300103","4.9","h","QUCH2",,,,,,,,,,"S",,,,
1525,"PWR1300103","4.2","h","QUCH2",,,,,,,,,,"S",,,,
1526,"PWR1300103",".5","h","QUCH2",,,,,,,,,,"S",,,,
1527,"PWR1300103",".4","h","QUCH2",,,,,,,,,,"S",,,,
1528,"PWR1300112",".5","h","QUCH2",,,,,,,,,,"S",165.00,14.00,14.00,
1529,"SPA1010001","7","h","QUCH2",,,,,,,,,,"S",700.00,20.00,,
1530,"SPA1010001","2","c","CADE27",,,,,,,,,,"S",150.00,16.00,,
1531,"SPA1010001","4.5","h","QUCH2",,,,,,,,,,"S",480.00,15.00,,
1532,"SPA1010001","6","h","QUCH2",,,,,,,,,,"S",410.00,12.00,,
1533,"SPA1010001",".6
6.25","h","QUCH2",,,,,,,,,,"S",180.00,15.00,,
1534,"SPA1010001","6.25","h","QUCH2",,,,,,,,,,"S",710.00,18.00,,
1535,"SPA1010002","1.5","c","PIPO",,,,,,,,,,"S
S",180.00,11.00,,
1536,"SPA1010002","3.1","c","CADE27",,,,,,,,,,"S",210.00,14.00,,
1537,"SPA1010002","1.5","c","PIPO",,,,,,,,,,"S",200.00,10.00,,
1538,"SPA1010002","3.8","c","PIPO",,,,,,,,,,"S",400.00,13.00,,
1539,"SPA1010002","1.2","c","PIPO",,,,,,,,,,"S",210.00,10.00,,
1540,"SPA1010002","1.4","c","PIPO",,,,,,,,,,"S",210.00,10.00,,
1541,"SPA1010002","6.9","c","PIPO",,,,,,,,,,"S",550.00,16.00,,
1542,"SPA1010003","4.8","h","QUCH2",,,,,,,,,,"S",340.00,21.00,,
1543,"SPA1010006","7","c","CADE27",,,,,,,,,,"S",380.00,18.00,,
1544,"SPA1010009","7.4","c","PIPO",,,,,,,,,,"S",250.00,17.00,,
1545,"SPA1010009","2.5","c","PIPO",,,,,,,,,,"S",180.00,12.00,,
1546,"SPA1010009","4.2","c","PIPO",,,,,,,,,,"S",190.00,14.00,,
1547,"SPA1010011","4.3","c","ABCO",,,,,,,,,,"S",210.00,18.00,,
1548,"SPA1010011","4.2","c","ABCO",,,,,,,,,,"S",230.00,14.00,,
1549,"SPA1010016","5.4","c","ABMA",,,,,,,,,,"S",240.00,16.00,,
1550,"SPA1010018","4","c","ABCO",,,,,,,,,,"S",180.00,14.00,,
1551,"SPA1010018","5","c","ABCO",,,,,,,,,,"S",300.00,12.00,,
1552,"SPA1010018","5","c","ABCO",,,,,,,,,,"S",250.00,16.00,,
1553,"SPA1010018","3.5","c","ABCO",,,,,,,,,,"S",200.00,14.00,,
1554,"SPA1010018","3","c","ABCO",,,,,,,,,,"S",170.00,11.00,,
1555,"SPA1010018","2","c","ABCO",,,,,,,,,,"S",140.00,14.00,,
1556,"ANT1200094","4.4","c","PSME",,,,,,,,,1,"S",,11.00,,
1557,"ANT1200094","6.2","c","PSME",,,,,,,,,1,"S",320.00,17.00,7.00,
1558,"ANT1200098","6","c","PSME",,,,,,,,,1,"S",,11.00,,
1559,"ANT1200098","2.2","c","PSME",,,,,,,,,,"S",,,,
1560,"ANT1200098","4.1","c","PSME",,,,,,,,,1,"S",,11.00,,
1561,"ANT1200098","7","c","PSME",,,,,,,,,1,"S",490.00,17.00,10.00,
1562,"ANT1200098","3","c","PSME",,,,,,,,,,"S",,,,
1563,"ANT1200098","3.5","c","PSME",,,,,,,,,,"S",,,,
1564,"ANT1200098","4.5","c","PSME",,,,,,,,,,"S",,,,
1565,"ANT1200098","3","c","PSME",,,,,,,,,,"S",,,,
1566,"ANT1200098","3.2","c","PSME",,,,,,,,,,"S",,,,
1567,"ANT1200098","4.1","c","CADE27",,,,,,,,,,"S",360.00,13.00,9.00,
1568,"ANT1200098","5.5","c","PSME",,,,,,,,,,"S",,,,
1569,"ANT1200098","4.3","c","PSME",,,,,,,,,,"S",,,,
1570,"ANT1200098","6.7","c","PSME",,,,,,,,,1,"S",,11.00,,
1571,"ANT1200306","2","c","CADE27",,,,,,,,,,"S",170.00,10.00,9.00,
1572,"ANT1202011","1","c","PIPO",,,,,,,,,,"S",150.00,5.00,20.00,
1573,"ANT1202082","1","c","PIPO",,,,,,,,,,"S",150.00,4.00,25.00,
1574,"BAR1300001","5.5","c","PSME",,,,,,,,,1,"S",750.00,28.00,15.00,
1575,"BAR1300001","4","c","PSME",,,,,,,,,1,"S",,11.00,,
1576,"BAR1300001",".3","h","QUCH2",,,,,,,,,1,"S",150.00,16.00,8.00,
1577,"BAR1300002","6.1","h","QUKE",,,,,,,,,1,"S",400.00,35.00,9.00,
1578,"BAR1300002","1.5","h","QUCH2",,,,,,,,,1,"S",205.00,18.00,12.00,
1579,"BAR1300004",".1","c","PSME",,,,,,,,,1,"S",145.00,19.00,5.00,
1580,"BAR1300005","1","h","QUCH2",,,,,,,,,1,"S",200.00,22.00,12.00,
1581,"BAR1300006","4.2","c","PSME",,,,,,,,,1,"S",,11.00,,
1582,"BAR1300006","7.3","c","PSME",,,,,,,,,1,"S",1050.00,36.00,15.00,
1583,"BAR1300006","6","c","PSME",,,,,,,,,1,"S",,11.00,,
1584,"BAR1300007","1","c","PSME",,,,,,,,,1,"S",,11.00,,
1585,"BAR1300007","4.6","c","PSME",,,,,,,,,1,"S",,11.00,,
1586,"BAR1300007","4.4","c","PSME",,,,,,,,,1,"S",,11.00,,
1587,"BAR1300007","4.2","c","PSME",,,,,,,,,1,"S",,11.00,,
1588,"BAR1300007","4.2","c","PSME",,,,,,,,,1,"S",,11.00,,
1589,"BAR1300007","4.3","c","PSME",,,,,,,,,1,"S",,11.00,,
1590,"BAR1300007","2.7","h","ARME",,,,,,,,,1,"S",400.00,17.00,20.00,
1591,"BAR1300007","1.6","h","ARME",,,,,,,,,,"S",,,,
1592,"BAR1300007","4.9","c","PSME",,,,,,,,,1,"S",480.00,22.00,17.00,
1593,"SIM1300008",".5","h","QUCH2",,,,,,,,,1,"S",,26.00,,
1594,"SIM1300008","6.2","c","PILA",,,,,,,,,1,"S",600.00,35.00,20.00,
1595,"SIM1300008","1.2","h","QUCH2",,,,,,,,,1,"S",,26.00,,
1596,"SIM1300008","5.2","c","PILA",,,,,,,,,1,"S",,35.00,,
1597,"SIM1300008","7.2","h","QUCH2",,,,,,,,,1,"S",550.00,35.00,8.00,
1598,"SIM1300008","3","c","PILA",,,,,,,,,1,"S",,27.00,,
1599,"SIM1300008","3.8","h","LIDE3",,,,,,,,,1,"S",560.00,35.00,20.00,
1600,"SIM1300008","2.5","c","PSME",,,,,,,,,1,"S",300.00,25.00,4.00,
1601,"SIM1300034","6.1","h","ARME",,,,,,,,,1,"S",,25.00,,
1602,"SIM1300034","5.7","c","PSME",,,,,,,,,1,"S",440.00,38.00,8.00,
1603,"SIM1300034","4.4","h","ARME",,,,,,,,,1,"S",,25.00,,
1604,"SIM1300034","7.4","h","ARME",,,,,,,,,1,"S",700.00,30.00,30.00,
1605,"SIM1300068",".8","h","QUCH2",,,,,,,,,1,"S",,21.00,,
1606,"SIM1300068","3.7","h","QUCH2",,,,,,,,,1,"S",500.00,35.00,22.00,
1607,"SIM1300081","3.5","h","LIDE3",,,,,,,,,1,"S",,30.00,,
1608,"SIM1300081",".1","h","LIDE3",,,,,,,,,1,"S",,17.00,,
1609,"SIM1300081","1.8","h","LIDE3",,,,,,,,,1,"S",,25.00,,
1610,"SIM1300081","6.4","c","PSME",,,,,,,,,1,"S",950.00,30.00,20.00,
1611,"SIM1300081","6.4","c","PSME",,,,,,,,,1,"S",,30.00,,
1612,"SIM1300081","1.4","c","PSME",,,,,,,,,1,"S",,18.00,,
1613,"SIM1300081","5","c","PSME",,,,,,,,,1,"S",,30.00,,
1614,"SIM1300081","2","h","LIDE3",,,,,,,,,1,"S",,25.00,,
1615,"SIM1300081","5.2","h","LIDE3",,,,,,,,,1,"S",900.00,33.00,30.00,
1616,"SIM1300081","2.7","h","LIDE3",,,,,,,,,1,"S",,25.00,,
1617,"SIM1300081","2.9","h","LIDE3",,,,,,,,,1,"S",,25.00,,
1618,"SIM1300149","2","h","LIDE3",,,,,,,,,1,"S",,15.00,,
1619,"SIM1300149","2.6","h","LIDE3",,,,,,,,,1,"S",390.00,20.00,20.00,
1620,"SIM1300157","7","h","QUCH2",,,,,,,,,,"S",700.00,40.00,20.00,
1621,"SIM1300157","1.5","h","QUCH2",,,,,,,,,,"S",,20.00,,
1622,"SIM1300168",".1","h","QUCH2",,,,,,,,,1,"S",170.00,22.00,20.00,
1623,"SIM1300170","4","c","PIPO",,,,,,,,,1,"S",250.00,23.00,20.00,
1624,"SIM1300175",".2","h","QUCH2",,,,,,,,,1,"S",200.00,20.00,14.00,
1625,"CUB1300111","2.3","c","PIPO",,,,,,,,,1,"S",,21.00,,
1626,"CUB1300111","1.8","c","PSME",,,,,,,,,1,"S",,24.00,,
1627,"CUB1300111","5","c","PIPO",,,,,,,,,1,"S",370.00,25.00,20.00,
1628,"CUB1300111","2","c","CADE27",,,,,,,,,1,"S",220.00,23.00,6.00,
1629,"CUB1300111","4.5","c","PIPO",,,,,,,,,1,"S",,25.00,,
1630,"CUB1300111","6","c","PIPO",,,,,,,,,1,"S",,18.00,,
1631,"CUB1300111","2.7","c","PIPO",,,,,,,,,1,"S",,15.00,,
1632,"CUB1300111","4","c","PIPO",,,,,,,,,1,"S",,17.00,,
1633,"CUB1300111","4.7","c","PIPO",,,,,,,,,1,"S",,27.00,,
1634,"CUB1300111","2.5","c","PIPO",,,,,,,,,1,"S",,12.00,,
1635,"CUB1300111","1.9","c","PIPO",,,,,,,,,1,"S",,10.00,,
1636,"CUB1300111","5.9","c","PILA",,,,,,,,,1,"S",420.00,27.00,15.00,
1637,"CUB1300111","6","c","PIPO",,,,,,,,,1,"S",,18.00,,
1638,"CUB1300111","3.5","c","PSME",,,,,,,,,1,"S",350.00,28.00,10.00,
1639,"CUB1300117","3","h","ALNUS",,,,,,,,,1,"S",250.00,17.00,24.00,
1640,"CUB1300125",".9","h","TOCA",,,,,,,,,1,"S",160.00,14.00,18.00,
1641,"CUB1300125","1.3","c","ABCO",,,,,,,,,1,"S",162.00,18.00,3.00,
1642,"CUB1310350","3.5","c","ABCO",,,,,,,,,1,"S",,21.00,,
1643,"CUB1310350","7","c","ABCO",,,,,,,,,1,"S",550.00,32.00,12.00,
1644,"CUB1310351","4","c","CADE27",,,,,,,,,1,"S",260.00,16.00,10.00,
1645,"CUB1310351","3","c","CADE27",,,,,,,,,1,"S",,14.00,,
1646,"CUB1310351","4.5","c","ABCO",,,,,,,,,1,"S",400.00,30.00,4.00,
1647,"CUB1310351","3","c","ABCO",,,,,,,,,1,"S",,22.00,,
1648,"CUB1310351","2.5","c","ABCO",,,,,,,,,1,"S",,22.00,,
1649,"CUB1310378","4","c","ABCO",,,,,,,,,1,"S",360.00,30.00,6.00,
1650,"CUB1310378","2","c","ABCO",,,,,,,,,1,"S",,20.00,,
1651,"BTU1300578","4.7","c","ABCO",,,,,,,,,1,"S",,30.00,,
1652,"BTU1300578","5","c","ABCO",,,,,,,,,1,"S",390.00,30.00,15.00,
1653,"BTU1300578","3","c","ABCO",,,,,,,,,1,"S",,23.00,,
1654,"BTU1300578","4.5","c","ABCO",,,,,,,,,1,"S",,30.00,,
1655,"BTU1300578","1.9","c","ABCO",,,,,,,,,1,"S",,19.00,,
1656,"BTU1300578","2.5","c","ABCO",,,,,,,,,1,"S",,19.00,,
1657,"BTU1300587","2.7","c","CADE27",,,,,,,,,1,"S",,14.00,,
1658,"BTU1300587","2.8","c","CADE27",,,,,,,,,1,"S",,15.00,,
1659,"BTU1300587","1.3","c","CADE27",,,,,,,,,1,"S",170.00,16.00,5.00,
1660,"BTU1300587","2.7","c","ABCO",,,,,,,,,1,"S",200.00,22.00,6.00,
1661,"BTU1300588","5.7","c","CADE27",,,,,,,,,1,"S",270.00,25.00,12.00,
1662,"BTU1300588","4.8","c","CADE27",,,,,,,,,1,"S",,18.00,,
1663,"BTU1300588","2","c","ABCO",,,,,,,,,1,"S",,25.00,,
1664,"BTU1300588","3","c","ABCO",,,,,,,,,1,"S",200.00,30.00,30.00,
1665,"BTU1300588","3.2","h","QUCH2",,,,,,,,,1,"S",260.00,25.00,13.00,
1666,"BTU1300588","3","c","ABCO",,,,,,,,,1,"S",,21.00,,
1667,"BTU1300592","3","h","LIDE3",,,,,,,,,1,"S",260.00,16.00,21.00,
1668,"BTU1300596","1.7","h","LIDE3",,,,,,,,,1,"S",,15.00,,
1669,"BTU1300597","4.5","c","ABCO",,,,,,,,,1,"S",300.00,30.00,10.00,
1670,"BTU1300597","1","c","ABCO",,,,,,,,,1,"S",,20.00,,
1671,"BTU1300597","4.3","c","ABCO",,,,,,,,,1,"S",,30.00,,
1672,"BTU1300602","1","c","CADE27",,,,,,,,,1,"S",180.00,17.00,4.00,
1673,"BTU1300602","3","c","ABCO",,,,,,,,,1,"S",230.00,15.00,10.00,
1674,"BTU1300602","1.5","c","ABCO",,,,,,,,,1,"S",,14.00,,
1675,"BTU1300602","1.5","c","ABCO",,,,,,,,,1,"S",,13.00,,
1676,"BTU1300603","3.8","c","ABCO",,,,,,,,,1,"S",230.00,21.00,10.00,
1677,"BTU1300603","7.3","c","CADE27",,,,,,,,,1,"S",320.00,26.00,13.00,
1678,"BTU1300567","1","c","PIPO",,,,,,,,,,"S",,8.00,,
1679,"BTU1300567","2","c","PIPO",,,,,,,,,,"S",230.00,9.00,25.00,
1680,"BTU1300567","1.5","c","PIPO",,,,,,,,,1,"S",,12.00,,
1681,"BTU1300567","1.5","c","PIPO",,,,,,,,,1,"S",,13.00,,
1682,"BTU1300567","3.5","c","ABCO",,,,,,,,,1,"S",250.00,23.00,11.00,
1683,"BTU1300567","2","c","ABCO",,,,,,,,,1,"S",,23.00,,
1684,"BTU1300567","1","c","ABCO",,,,,,,,,1,"S",,16.00,,
1685,"BTU1300567","1.5","c","ABCO",,,,,,,,,1,"S",,16.00,,
1686,"BTU1300567","3.5","c","ABCO",,,,,,,,,1,"S",,22.00,,
1687,"BTU1300567","1","c","PIPO",,,,,,,,,,"S",,9.00,,
1688,"BTU1300567",".5","c","ABCO",,,,,,,,,1,"S",,16.00,,
1689,"BTU1300567",".5","c","ABCO",,,,,,,,,,"S",,9.00,,
1690,"BTU1300567",".5","c","ABCO",,,,,,,,,,"S",,9.00,,
1691,"BTU1300567","1","c","PIPO",,,,,,,,,,"S",,3.00,,
1692,"AMR1300559","6.2","c","ABCO",,,,,,,,,1,"S",330.00,30.00,13.00,
1693,"AMR1300559","4.5","c","ABCO",,,,,,,,,1,"S",,30.00,,
1694,"AMR1300559","3","c","ABCO",,,,,,,,,1,"S",,28.00,,
1695,"AMR1300576","5.9","c","PILA",,,,,,,,,1,"S",290.00,28.00,10.00,
1696,"AMR1300576","2.2","c","PSME",,,,,,,,,1,"S",400.00,21.00,20.00,
1697,"AMR1300576","6","c","ABCO",,,,,,,,,1,"S",310.00,30.00,10.00,
1698,"AMR1300590","7","c","ABCO",,,,,,,,,1,"S",,30.00,,
1699,"AMR1300590","1.5","c","ABCO",,,,,,,,,1,"S",,20.00,,
1700,"AMR1300590","3.3","c","ABCO",,,,,,,,,1,"S",,29.00,,
1701,"AMR1300590","5.9","c","ABCO",,,,,,,,,1,"S",,31.00,,
1702,"AMR1300590","5.1","c","ABCO",,,,,,,,,1,"S",,33.00,,
1703,"AMR1300590","2.2","c","ABCO",,,,,,,,,1,"S",,26.00,,
1704,"AMR1300590","6.5","c","PILA",,,,,,,,,1,"S",380.00,35.00,6.00,
1705,"AMR1300638","3.8","c","ABCO",,,,,,,,,1,"S",260.00,36.00,5.00,
1706,"AMR1300638","2.1","c","ABCO",,,,,,,,,1,"S",,36.00,,
1707,"AMR1300685",".8","c","PILA",,,,,,,,,1,"S",220.00,22.00,4.00,
1708,"AMR1300686","7.4","c","ABMA",,,,,,,,,1,"S",300.00,22.00,18.00,
1709,"AMR1300689","7.2","c","PICO",,,,,,,,,1,"S",,25.00,,
1710,"AMR1300689","1","c","ABMA",,,,,,,,,1,"S",,16.00,,
1711,"AMR1300689","1","c","ABMA",,,,,,,,,1,"S",,16.00,,
1712,"AMR1300689","3.5","c","ABMA",,,,,,,,,1,"S",,22.00,,
1713,"AMR1300689","4.9","c","ABMA",,,,,,,,,1,"S",,18.00,,
1714,"AMR1300689","1","c","ABMA",,,,,,,,,1,"S",,16.00,,
1715,"AMR1300030","2.5","c","CADE27",,,,,,,,,,"S",,9.00,,
1716,"AMR1300030","2","c","CADE27",,,,,,,,,1,"S",200.00,11.00,20.00,
1717,"AMR1300030","7.2","c","PSME",,,,,,,,,1,"S",,20.00,,
1718,"AMR1300030","7.4","c","PSME",,,,,,,,,1,"S",700.00,20.00,80.00,
1719,"AMR1300030","3.7","c","PSME",,,,,,,,,1,"S",,13.00,,
1720,"AMR1300030",".5","c","CADE27",,,,,,,,,,"S",,8.00,,
1721,"AMR1300030",".4","c","CADE27",,,,,,,,,,"S",,,,
1722,"AMR1300030",".2","c","CADE27",,,,,,,,,,"S",,,,
1723,"AMR1300034",".2","c","CADE27",,,,,,,,,,"S",156.00,10.00,11.00,
1724,"AMR1300052",".5","c","PSME",,,,,,,,,,"S",150.00,10.00,14.00,
1725,"AMR1300069","7","c","PIPO",,,,,,,,,1,"S",580.00,19.00,40.00,
1726,"AMR1300069","1","c","ABCO",,,,,,,,,1,"S",150.00,15.00,6.00,
1727,"AMR1300069","1.3","c","PIPO",,,,,,,,,1,"S",,14.00,,
1728,"AMR1300096","4.8","c","ABCO",,,,,,,,,1,"S",,21.00,,
1729,"AMR1300096","6.6","c","ABCO",,,,,,,,,1,"S",400.00,25.00,10.00,
1730,"AMR1300096","2.2","c","ABCO",,,,,,,,,1,"S",,18.00,,
1731,"AMR1300096","4.6","c","ABCO",,,,,,,,,1,"S",,25.00,,
1732,"AMR1300113","5","c","PIPO",,,,,,,,,1,"S",500.00,15.00,30.00,
1733,"AMR1300114","6.2","c","ABCO",,,,,,,,,1,"S",320.00,18.00,37.00,
1734,"AMR1300123","6.8","c","PIPO",,,,,,,,,1,"S",244.00,13.00,30.00,
1735,"AMR1300123","6.8","c","ABMA",,,,,,,,,,"S",,,,
1736,"AMR1300124","1","c","PIPO",,,,,,,,,,"S",,9.00,,
1737,"AMR1300124",".8","c","PIPO",,,,,,,,,,"S",,10.00,,
1738,"AMR1300124","3.5","c","PIPO",,,,,,,,,1,"S",,11.00,,
1739,"AMR1300124","6.5","c","PIPO",,,,,,,,,1,"S",300.00,15.00,29.00,
1741,"AMR1300142","2.9","c","PIPO",,,,,,,,,1,"S",190.00,11.00,10.00,
1742,"AMR1300160","1.2","c","ABCO",,,,,,,,,1,"S",,11.00,,
1743,"AMR1300160","4.2","c","ABCO",,,,,,,,,1,"S",,12403.00,10.00,
1744,"AMR1300387","1","c","CADE27",,,,,,,,,,"S",160.00,8.00,25.00,
1745,"AMR1300396","7","c","ABCO",,,,,,,,,,"S",300.00,7.00,40.00,
1746,"AMR1300396","1.7","c","PILA",,,,,,,,,,"S",168.00,8.00,30.00,
1747,"AMR1300404","6","c","PILA",,,,,,,,,1,"S",310.00,16.00,13.00,
1748,"AMR1300412","3","c","PILA",,,,,,,,,1,"S",,11.00,,
1749,"AMR1300412","7","c","CADE27",,,,,,,,,1,"S",,18.00,,
1750,"AMR1300412","4","c","PIPO",,,,,,,,,1,"S",,15.00,,
